slug;school_id;korpus_id;walk_min;walk_m
simonovskiy-val;osm-229-shkola-500;osm-229-shkola-500-1;12;934
simonovskiy-val;shkola-im-v-v-mayakovskogo;shkola-im-v-v-mayakovskogo-2;13;952
simonovskiy-val;shkola-1272;shkola-1272-1;21;1538
simonovskiy-val;osm-167-internat-4;osm-167-internat-4-1;21;1555
simonovskiy-val;shkola-2129-im-p-i-romanova;shkola-2129-im-p-i-romanova-5;22;1634
simonovskiy-val;osm-48-shkola-467;osm-48-shkola-467-1;22;1658
simonovskiy-val;osm-501-shkola-494-im;osm-501-shkola-494-im-1;27;2011
simonovskiy-val;shkola-1270-vektor;shkola-1270-vektor-1;29;2193
simvol;osm-216-litsey-1303;osm-216-litsey-1303-1;7;522
simvol;osm-191-shkola-1229;osm-191-shkola-1229-1;8;569
simvol;osm-54-shkola-1321-kovcheg;osm-54-shkola-1321-kovcheg-1;9;692
simvol;osm-217-shkola-415;osm-217-shkola-415-1;11;820
simvol;osm-592-shkola-457;osm-592-shkola-457-1;15;1122
simvol;shkola-sodruzhestvo;shkola-sodruzhestvo-3;18;1313
simvol;shkola-1468;shkola-1468-2;18;1382
simvol;osm-634-baumanskaya-inzhenernaya-shkol;osm-634-baumanskaya-inzhenernaya-shkol-1;19;1396
simvol;osm-546-shkola-1221;osm-546-shkola-1221-1;22;1636
simvol;osm-213-shkola-xxi-vek;osm-213-shkola-xxi-vek-1;25;1858
simvol;shkola-1270-vektor;shkola-1270-vektor-2;25;1900
simvol;osm-497-shkola-498;osm-497-shkola-498-3;26;1966
simvol;shkola-1228-lefortovo;shkola-1228-lefortovo-6;28;2066
simvol;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-2;29;2138
simvol;osm-671-shkola-88;osm-671-shkola-88-1;29;2142
siti-bey;kurchatovskaya-shkola;kurchatovskaya-shkola-6;3;224
siti-bey;shkola-2097;shkola-2097-1;19;1437
siti-bey;shkola-1285;shkola-1285-4;21;1551
siti-bey;shkola-727;shkola-727-1;24;1835
siti-bey;shkola-1538;shkola-1538-1;30;2241
sitimiks;shkola-na-prospekte-vernadskogo;shkola-na-prospekte-vernadskogo-1;11;797
sitimiks;shkola-1543;shkola-1543-2;12;884
sitimiks;osm-608-shkola-1307-troparevo;osm-608-shkola-1307-troparevo-2;12;910
sitimiks;litsey-prezidentskoy-akademii-ranhigs;litsey-prezidentskoy-akademii-ranhigs-1;13;1011
sitimiks;osm-162-shkola-14;osm-162-shkola-14-2;16;1219
sitimiks;shkola-875;shkola-875-1;19;1461
sitimiks;osm-29-nemetskaya-shkola-v-moskve;osm-29-nemetskaya-shkola-v-moskve-1;24;1811
sitimiks;osm-14-shkola-promo-m;osm-14-shkola-promo-m-1;25;1871
sitimiks;osm-287-shkola-51;osm-287-shkola-51-1;25;1899
sitimiks;shkola-109;shkola-109-1;26;1919
sitimiks;shkola-1329;shkola-1329-2;27;2002
sitimiks;shkola-1317;shkola-1317-1;28;2109
sitimiks;shkola-843;shkola-843-2;30;2222
sitizen;shkola-830;shkola-830-1;10;723
sitizen;osm-336-shkola-1005;osm-336-shkola-1005-1;22;1625
sitizen;shkola-1285;shkola-1285-1;26;1967
sitizen;shkola-1874;shkola-1874-2;28;2109
skay-garden;shkola-1285;shkola-1285-4;7;492
skay-garden;shkola-727;shkola-727-1;18;1380
skay-garden;shkola-2097;shkola-2097-1;21;1573
skay-garden;kurchatovskaya-shkola;kurchatovskaya-shkola-6;25;1851
skolkovo-one;osm-655-shkola-a-status;osm-655-shkola-a-status-1;8;615
skolkovo-park;osm-655-shkola-a-status;osm-655-shkola-a-status-1;12;913
skolkovo-park;osm-629-zarechenskaya-srednyaya-obsche;osm-629-zarechenskaya-srednyaya-obsche-1;26;1915
skolkovo-park;osm-47-kembridzhskaya-mezhdunarodnaya;osm-47-kembridzhskaya-mezhdunarodnaya-1;26;1919
sky-house;shkola-1553-im-v-i-vernadskogo;shkola-1553-im-v-i-vernadskogo-2;8;572
sky-house;osm-544-shkola-553;osm-544-shkola-553-1;8;622
sky-house;litsey-ranhigs;litsey-ranhigs-1;8;632
sky-house;shkola-630-im-g-p-kravchenko;shkola-630-im-g-p-kravchenko-4;9;650
sky-house;shkola-1799;shkola-1799-2;11;805
sky-house;shkola-stolitsa-kit;shkola-stolitsa-kit-1;12;895
sky-house;shkola-627-im-d-d-lelyushenko;shkola-627-im-d-d-lelyushenko-1;15;1132
sky-house;chastnaya-shkola-zolotoe-sechenie;chastnaya-shkola-zolotoe-sechenie-2;15;1137
sky-house;ekonomicheskiy-litsey-reu-im-g-v-plehanova;ekonomicheskiy-litsey-reu-im-g-v-plehanova-1;16;1203
sky-house;litsey-vorobevy-gory;litsey-vorobevy-gory-2;17;1251
sky-house;osm-571-shkola-1262;osm-571-shkola-1262-1;18;1318
sky-house;shkola-1257;shkola-1257-1;20;1498
sky-house;osm-648-frantsuzskiy-litsey-im-aleksan;osm-648-frantsuzskiy-litsey-im-aleksan-1;20;1508
sky-house;osm-567-pirogovskaya-shkola;osm-567-pirogovskaya-shkola-1;23;1710
sky-house;shkola-547;shkola-547-2;23;1733
sky-house;osm-37-svyato-dimitrievskaya-shkola;osm-37-svyato-dimitrievskaya-shkola-1;24;1804
sky-house;shkola-1259;shkola-1259-1;25;1846
sky-house;osm-331-elizavetinskaya-gimnaziya;osm-331-elizavetinskaya-gimnaziya-1;27;2019
sky-house;osm-633-baumanskaya-inzhenernaya-shkol;osm-633-baumanskaya-inzhenernaya-shkol-1;29;2183
slava;osm-447-litsey-1550;osm-447-litsey-1550-2;3;218
slava;shkola-1601-im-e-k-lyutikova;shkola-1601-im-e-k-lyutikova-3;15;1128
slava;osm-344-kadetskaya-shkola-1784;osm-344-kadetskaya-shkola-1784-2;17;1249
slava;shkola-1288-im-n-v-troyan;shkola-1288-im-n-v-troyan-5;21;1612
slava;shkola-1570;shkola-1570-1;22;1620
slava;shkola-1409;shkola-1409-2;22;1638
slava;shkola-152;shkola-152-1;22;1657
slava;osm-596-petrovskaya-shkola;osm-596-petrovskaya-shkola-1;23;1718
slava;pansion-vospitannits-ministerstva-oborony-rf;pansion-vospitannits-ministerstva-oborony-rf-1;23;1752
slava;osm-602-gimnaziya-svet;osm-602-gimnaziya-svet-1;29;2166
slava;osm-562-shkola-1164;osm-562-shkola-1164-2;29;2168
slava;shkola-1575;shkola-1575-1;29;2175
slava;shkola-tehnologii-obucheniya;shkola-tehnologii-obucheniya-2;30;2233
sobytie;klassicheskiy-pansion-mgu;klassicheskiy-pansion-mgu-2;12;928
sobytie;tsois-moskva-98;tsois-moskva-98-2;17;1271
sobytie;osm-539-shkola-37;osm-539-shkola-37-2;20;1503
sobytie;osm-468-shkola-1119;osm-468-shkola-1119-1;23;1762
sobytie;shkola-1434-ramenki;shkola-1434-ramenki-1;25;1863
sobytie;shkola-814;shkola-814-1;30;2229
sokolinn-park;shkola-1360;shkola-1360-2;4;337
sokolinn-park;osm-396-shkola-374;osm-396-shkola-374-1;10;766
sokolinn-park;osm-437-shkola-363;osm-437-shkola-363-1;12;864
sokolinn-park;shkola-1797-bogorodskaya;shkola-1797-bogorodskaya-1;13;991
sokolinn-park;osm-305-shkola-390;osm-305-shkola-390-1;14;1058
sokolinn-park;osm-314-tsentr-obrazovaniya-1452-bogor;osm-314-tsentr-obrazovaniya-1452-bogor-1;14;1061
sokolinn-park;shkola-1080;shkola-1080-1;19;1449
sokolinn-park;osm-395-shkola-442;osm-395-shkola-442-1;21;1544
sokolinn-park;osm-136-shkola-internat-5-preobrazhens;osm-136-shkola-internat-5-preobrazhens-1;22;1641
sokolinn-park;osm-380-shkola-318;osm-380-shkola-318-1;22;1645
sokolinn-park;osm-221-gimnaziya-1799-shkolnoe-otdele;osm-221-gimnaziya-1799-shkolnoe-otdele-1;24;1771
sokolinn-park;osm-422-chastnaya-nachalnaya-shkola-ga;osm-422-chastnaya-nachalnaya-shkola-ga-1;24;1803
sokolinn-park;osm-615-chastnaya-shkola-akademicheska;osm-615-chastnaya-shkola-akademicheska-1;25;1894
sokolinn-park;heritage-school;heritage-school-1;26;1931
sokolinn-park;shkola-1404-gamma;shkola-1404-gamma-1;26;1967
sokolinn-park;osm-394-shkola-365;osm-394-shkola-365-1;27;2026
sokolinn-park;osm-381-shkola-362;osm-381-shkola-362-1;28;2067
sokolinn-park;osm-38-shkola-370-im;osm-38-shkola-370-im-1;28;2069
sokolinn-park;osm-575-shkola-1502-energiya;osm-575-shkola-1502-energiya-2;28;2100
solos;evropeyskaya-gimnaziya;evropeyskaya-gimnaziya-1;12;871
solos;shkola-1282-sokolniki;shkola-1282-sokolniki-2;15;1126
solos;osm-604-shkola-1525;osm-604-shkola-1525-1;23;1750
solos;osm-597-shkola-1297;osm-597-shkola-1297-2;25;1845
solos;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-3;26;1936
solos;shkola-1530-shkola-lomonosova;shkola-1530-shkola-lomonosova-1;27;2005
solos;osm-435-gimnaziya-mgups;osm-435-gimnaziya-mgups-1;28;2080
solos;shkola-315;shkola-315-1;29;2143
solos;shkola-2107;shkola-2107-2;30;2232
soul;inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha-3;12;863
soul;osm-402-shkola-684;osm-402-shkola-684-1;12;885
soul;shkola-internat-2;shkola-internat-2-1;14;1021
soul;shkola-1575;shkola-1575-2;16;1191
soul;shkola-1384;shkola-1384-1;18;1327
soul;shkola-152;shkola-152-3;18;1352
soul;britanskaya-mezhdunarodnaya-shkola-bis;britanskaya-mezhdunarodnaya-shkola-bis-3;19;1396
soul;shkola-1576;shkola-1576-2;20;1513
soul;litsey-finansovogo-universiteta;litsey-finansovogo-universiteta-1;21;1555
soul;shkola-1249;shkola-1249-1;21;1572
soul;shkola-1252-im-servantesa;shkola-1252-im-servantesa-2;22;1628
soul;novaya-gumanitarnaya-shkola;novaya-gumanitarnaya-shkola-1;24;1815
soul;shkola-1251-im-sharlya-de-gollya;shkola-1251-im-sharlya-de-gollya-1;25;1912
soul;osm-374-shkola-149-imeni-geroya-sovets;osm-374-shkola-149-imeni-geroya-sovets-1;27;2005
soul;shkola-1287;shkola-1287-2;27;2028
soul;shkola-tehnologii-obucheniya;shkola-tehnologii-obucheniya-2;27;2037
soyuz;osm-576-tsentr-obrazovaniya-264;osm-576-tsentr-obrazovaniya-264-1;9;708
soyuz;shkola-950;shkola-950-5;11;834
soyuz;shkola-sviblovo;shkola-sviblovo-6;16;1163
soyuz;osm-45-pravoslavnaya-shkola-im-prepod;osm-45-pravoslavnaya-shkola-im-prepod-1;16;1235
soyuz;shkola-1554;shkola-1554-4;24;1787
soyuz;osm-577-shkola-959;osm-577-shkola-959-1;24;1796
soyuz;osm-578-shkola-240;osm-578-shkola-240-1;25;1862
springs;osm-188-navigatskaya-shkola;osm-188-navigatskaya-shkola-1;4;285
springs;osm-186-shkola-262;osm-186-shkola-262-1;7;543
springs;osm-184-shkola-73;osm-184-shkola-73-1;9;697
springs;shkola-2101;shkola-2101-2;14;1069
springs;osm-170-psihonevrologicheskiy-internat;osm-170-psihonevrologicheskiy-internat-1;15;1132
springs;shkola-1248;shkola-1248-3;20;1527
springs;shkola-887;shkola-887-2;21;1572
springs;mediko-biologicheskaya-shkola-vita;mediko-biologicheskaya-shkola-vita-1;21;1600
springs;osm-55-shkola-888;osm-55-shkola-888-1;22;1617
springs;osm-614-shkola-1699;osm-614-shkola-1699-1;24;1796
springs;osm-139-spetsshkola-6;osm-139-spetsshkola-6-1;27;1988
sreda-na-lobachevskogo;klassicheskiy-pansion-mgu;klassicheskiy-pansion-mgu-2;14;1064
sreda-na-lobachevskogo;shkola-814;shkola-814-4;20;1516
sreda-na-lobachevskogo;shkola-97;shkola-97-1;29;2177
stella-di-mosca;shkola-1520-im-kaptsovyh;shkola-1520-im-kaptsovyh-1;5;339
stella-di-mosca;osm-583-shkola-123;osm-583-shkola-123-1;6;476
stella-di-mosca;shkola-2123-im-migelya-ernandesa;shkola-2123-im-migelya-ernandesa-1;12;896
stella-di-mosca;osm-569-shkola-110;osm-569-shkola-110-1;12;899
stella-di-mosca;shkola-179;shkola-179-1;12;910
stella-di-mosca;shkola-91;shkola-91-1;13;947
stella-di-mosca;pyatdesyat-sedmaya-shkola;pyatdesyat-sedmaya-shkola-3;15;1101
stella-di-mosca;osm-360-tsentr-obrazovaniya-1441-bronn;osm-360-tsentr-obrazovaniya-1441-bronn-1;18;1324
stella-di-mosca;shkola-1231-im-v-d-polenova;shkola-1231-im-v-d-polenova-5;18;1372
stella-di-mosca;shkola-1234;shkola-1234-1;19;1395
stella-di-mosca;osm-563-shkola-1239;osm-563-shkola-1239-1;21;1560
stella-di-mosca;osm-34-shkola-1331-molodaya-iveriya;osm-34-shkola-1331-molodaya-iveriya-1;21;1562
stella-di-mosca;shkola-1529-imeni-a-s-griboedova;shkola-1529-imeni-a-s-griboedova-3;21;1592
stella-di-mosca;shkola-2054;shkola-2054-2;21;1595
stella-di-mosca;osm-21-shkola-1113;osm-21-shkola-1113-2;25;1862
stella-di-mosca;shkola-1574;shkola-1574-1;26;1952
stella-di-mosca;osm-92-shkolnoe-otdelenie-22-litseya-;osm-92-shkolnoe-otdelenie-22-litseya--1;26;1972
stella-di-mosca;shkola-1950;shkola-1950-2;28;2122
stella-di-mosca;osm-636-frantsuzskiy-litsey-im-a-dyuma;osm-636-frantsuzskiy-litsey-im-a-dyuma-1;29;2139
stella-di-mosca;litsey-niu-vshe;litsey-niu-vshe-1;29;2169
stellar-siti;osm-47-kembridzhskaya-mezhdunarodnaya;osm-47-kembridzhskaya-mezhdunarodnaya-1;15;1122
stellar-siti;osm-629-zarechenskaya-srednyaya-obsche;osm-629-zarechenskaya-srednyaya-obsche-1;16;1165
stellar-siti;shkola-384;shkola-384-2;18;1350
stellar-siti;osm-655-shkola-a-status;osm-655-shkola-a-status-1;29;2201
stone-blik;osm-41-mezhdunarodnyy-innovatsionnyy-;osm-41-mezhdunarodnyy-innovatsionnyy--1;7;489
stone-blik;shkola-630-im-g-p-kravchenko;shkola-630-im-g-p-kravchenko-6;13;983
stone-blik;shkola-547;shkola-547-2;27;1995
stone-blik;shkola-507;shkola-507-1;29;2209
stories-na-mosfilmovskoy;tsois-moskva-98;tsois-moskva-98-2;11;840
stories-na-mosfilmovskoy;klassicheskiy-pansion-mgu;klassicheskiy-pansion-mgu-2;13;999
stories-na-mosfilmovskoy;osm-539-shkola-37;osm-539-shkola-37-2;24;1784
stories-na-mosfilmovskoy;osm-468-shkola-1119;osm-468-shkola-1119-1;25;1839
stories-na-mosfilmovskoy;shkola-1329;shkola-1329-1;27;2046
stories-na-mosfilmovskoy;shkola-1434-ramenki;shkola-1434-ramenki-1;27;2056
stoun-greyn;osm-158-shkola-1100;osm-158-shkola-1100-1;7;559
stoun-greyn;shkola-1514;shkola-1514-4;13;990
stoun-greyn;osm-59-shkola-115;osm-59-shkola-115-1;20;1473
stoun-greyn;shkola-117;shkola-117-3;21;1544
stoun-greyn;osm-230-kadetskaya-shkola-internat-69;osm-230-kadetskaya-shkola-internat-69-1;21;1570
stoun-greyn;osm-231-shkola-internat-62;osm-231-shkola-internat-62-1;21;1592
stoun-greyn;shkola-121;shkola-121-1;21;1608
stoun-greyn;shkola-170-im-a-p-chehova;shkola-170-im-a-p-chehova-1;24;1775
stoun-greyn;osm-232-tsentr-obrazovaniya-1311-thiya;osm-232-tsentr-obrazovaniya-1311-thiya-1;25;1846
stoun-greyn;osm-593-shkola-46;osm-593-shkola-46-1;25;1874
stoun-greyn;osm-218-shkola-1379;osm-218-shkola-1379-1;28;2071
stoun-greyn;shkola-1948-lingvist-m;shkola-1948-lingvist-m-2;28;2086
stoun-greyn;osm-485-shkola-1361;osm-485-shkola-1361-1;28;2121
stoun-greyn;osm-484-shkola-1264;osm-484-shkola-1264-1;29;2162
stoun-greyn;osm-58-shkola-108;osm-58-shkola-108-2;30;2222
stoun-greyn;osm-118-shkola-49;osm-118-shkola-49-2;30;2223
stoun-greyn;osm-255-obrazovatelnyy-tsentr-gazprom;osm-255-obrazovatelnyy-tsentr-gazprom-1;30;2224
stoun-rayz;osm-216-litsey-1303;osm-216-litsey-1303-1;7;522
stoun-rayz;osm-191-shkola-1229;osm-191-shkola-1229-1;8;569
stoun-rayz;osm-54-shkola-1321-kovcheg;osm-54-shkola-1321-kovcheg-1;9;692
stoun-rayz;osm-217-shkola-415;osm-217-shkola-415-1;11;820
stoun-rayz;osm-592-shkola-457;osm-592-shkola-457-1;15;1122
stoun-rayz;shkola-sodruzhestvo;shkola-sodruzhestvo-3;18;1313
stoun-rayz;shkola-1468;shkola-1468-2;18;1382
stoun-rayz;osm-634-baumanskaya-inzhenernaya-shkol;osm-634-baumanskaya-inzhenernaya-shkol-1;19;1396
stoun-rayz;osm-546-shkola-1221;osm-546-shkola-1221-1;22;1636
stoun-rayz;osm-213-shkola-xxi-vek;osm-213-shkola-xxi-vek-1;25;1858
stoun-rayz;shkola-1270-vektor;shkola-1270-vektor-2;25;1900
stoun-rayz;osm-497-shkola-498;osm-497-shkola-498-3;26;1966
stoun-rayz;shkola-1228-lefortovo;shkola-1228-lefortovo-6;28;2066
stoun-rayz;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-2;29;2138
stoun-rayz;osm-671-shkola-88;osm-671-shkola-88-1;29;2142
stoun-sokolniki;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-3;11;856
stoun-sokolniki;osm-385-shkola-444;osm-385-shkola-444-1;12;874
stoun-sokolniki;shkola-1530-shkola-lomonosova;shkola-1530-shkola-lomonosova-2;12;933
stoun-sokolniki;shkola-na-yauze;shkola-na-yauze-1;15;1147
stoun-sokolniki;osm-210-shkola-1429-imeni-geroya-sovet;osm-210-shkola-1429-imeni-geroya-sovet-1;16;1192
stoun-sokolniki;shkola-1282-sokolniki;shkola-1282-sokolniki-1;17;1279
stoun-sokolniki;osm-20-shkola-435;osm-20-shkola-435-1;20;1489
stoun-sokolniki;osm-424-shkola-378;osm-424-shkola-378-1;23;1708
stoun-sokolniki;osm-575-shkola-1502-energiya;osm-575-shkola-1502-energiya-1;24;1812
stoun-sokolniki;shkola-315;shkola-315-1;24;1837
stoun-sokolniki;osm-258-shkola-1301-im;osm-258-shkola-1301-im-1;26;1961
stoun-sokolniki;osm-609-shkola-1247;osm-609-shkola-1247-1;26;1987
stoun-sokolniki;osm-604-shkola-1525;osm-604-shkola-1525-1;27;2001
strana-ozernaya;shkola-2025;shkola-2025-2;10;730
strana-ozernaya;shkola-843;shkola-843-1;14;1033
strana-ozernaya;shkola-1741;shkola-1741-1;16;1166
strana-ozernaya;shkola-1329;shkola-1329-2;20;1537
strana-ozernaya;shkola-1317;shkola-1317-1;26;1923
strana-ozernaya;osm-162-shkola-14;osm-162-shkola-14-1;28;2114
strogino-360;osm-584-shkola-58;osm-584-shkola-58-1;17;1293
strogino-360;osm-340-kadetskaya-shkola-1700;osm-340-kadetskaya-shkola-1700-1;21;1585
strogino-360;osm-176-shkola-feniks;osm-176-shkola-feniks-1;22;1665
strogino-360;shkola-1155;shkola-1155-1;23;1715
strogino-360;shkola-1619-im-m-i-tsvetaevoy;shkola-1619-im-m-i-tsvetaevoy-1;23;1753
svet;shkola-656-im-a-s-makarenko;shkola-656-im-a-s-makarenko-2;9;678
svet;osm-445-litsey-1594;osm-445-litsey-1594-1;10;757
svet;osm-386-shkola-272;osm-386-shkola-272-1;15;1118
svet;osm-443-shkola-660;osm-443-shkola-660-1;16;1228
svet;shkola-beskudnikovo;shkola-beskudnikovo-1;17;1239
svet;shkola-183;shkola-183-1;19;1430
svet;osm-181-gimnaziya-1592;osm-181-gimnaziya-1592-1;19;1449
svet;shkola-1794-im-a-s-chufistova;shkola-1794-im-a-s-chufistova-5;20;1537
svet;osm-517-nachalnaya-shkola-1826;osm-517-nachalnaya-shkola-1826-1;21;1544
svet;shkola-1383;shkola-1383-1;21;1593
svet;osm-444-shkola-1121;osm-444-shkola-1121-1;22;1650
svet;osm-403-shkola-1884;osm-403-shkola-1884-1;22;1662
svet;osm-559-progimnaziya-1661;osm-559-progimnaziya-1661-1;24;1777
svet;osm-527-shkola-849;osm-527-shkola-849-1;24;1825
svet;shkola-1296;shkola-1296-1;28;2068
sydney-prime;osm-351-shkola-1253;osm-351-shkola-1253-2;7;561
sydney-prime;shkola-2048;shkola-2048-1;14;1061
sydney-prime;romanovskaya-shkola;romanovskaya-shkola-4;28;2079
sydney-prime;osm-46-akademicheskaya-gimnaziya;osm-46-akademicheskaya-gimnaziya-1;29;2177
tate;osm-441-shkola-1956;osm-441-shkola-1956-1;12;931
tate;osm-467-shkola-237;osm-467-shkola-237-1;19;1443
tate;shkola-marina-roscha-im-v-f-orlova;shkola-marina-roscha-im-v-f-orlova-2;23;1705
tate;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-1;29;2162
tate;osm-436-shkola-259;osm-436-shkola-259-1;29;2190
tatum;osm-158-shkola-1100;osm-158-shkola-1100-1;18;1343
tatum;osm-59-shkola-115;osm-59-shkola-115-1;19;1429
tatum;osm-118-shkola-49;osm-118-shkola-49-2;23;1725
tatum;shkola-170-im-a-p-chehova;shkola-170-im-a-p-chehova-1;23;1731
tatum;shkola-1514;shkola-1514-3;23;1754
tatum;osm-593-shkola-46;osm-593-shkola-46-1;24;1831
tatum;shkola-15;shkola-15-1;27;2016
tatum;shkola-121;shkola-121-1;27;2060
tatum;osm-255-obrazovatelnyy-tsentr-gazprom;osm-255-obrazovatelnyy-tsentr-gazprom-1;28;2069
tatum;shkola-117;shkola-117-3;28;2103
tatum;shkola-1948-lingvist-m;shkola-1948-lingvist-m-2;29;2154
teatralnyy-kvartal;kurchatovskaya-shkola;kurchatovskaya-shkola-2;3;236
teatralnyy-kvartal;shkola-138;shkola-138-1;9;700
teatralnyy-kvartal;shkola-1212-schukino;shkola-1212-schukino-1;20;1494
teatralnyy-kvartal;shkola-1515;shkola-1515-2;21;1574
teatralnyy-kvartal;osm-511-horoshevskaya-progimnaziya;osm-511-horoshevskaya-progimnaziya-1;23;1760
teatralnyy-kvartal;mezhdunarodnaya-shkola-integratsiya-xxi-vek;mezhdunarodnaya-shkola-integratsiya-xxi-vek-2;24;1785
teatralnyy-kvartal;shkola-1517;shkola-1517-1;25;1840
teatralnyy-kvartal;shkola-1560-lider;shkola-1560-lider-3;25;1874
teatralnyy-kvartal;shkola-1210;shkola-1210-2;26;1959
tessinskiy-v;osm-650-pravoslavnaya-svyato-petrovska;osm-650-pravoslavnaya-svyato-petrovska-1;1;81
tessinskiy-v;osm-482-tsentr-obrazovaniya-1685;osm-482-tsentr-obrazovaniya-1685-1;6;473
tessinskiy-v;shkola-2104-na-taganke;shkola-2104-na-taganke-2;9;686
tessinskiy-v;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-2;10;772
tessinskiy-v;shkola-pokrovskiy-kvartal;shkola-pokrovskiy-kvartal-1;11;789
tessinskiy-v;osm-368-svyato-vladimirskaya-shkola;osm-368-svyato-vladimirskaya-shkola-1;13;994
tessinskiy-v;litsey-niu-vshe;litsey-niu-vshe-4;14;1087
tessinskiy-v;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-2;15;1110
tessinskiy-v;shkola-sotrudnichestva;shkola-sotrudnichestva-2;15;1131
tessinskiy-v;osm-637-shkola-1271;osm-637-shkola-1271-1;18;1315
tessinskiy-v;osm-672-shkola-518;osm-672-shkola-518-1;20;1467
tessinskiy-v;osm-496-spetsshkola-486;osm-496-spetsshkola-486-1;23;1709
tessinskiy-v;osm-497-shkola-498;osm-497-shkola-498-1;24;1801
tessinskiy-v;shkola-1270-vektor;shkola-1270-vektor-2;25;1883
tessinskiy-v;shkola-1259;shkola-1259-2;26;1979
tessinskiy-v;osm-601-shkola-1621-drevo-zhizni;osm-601-shkola-1621-drevo-zhizni-1;28;2074
tessinskiy-v;osm-525-shkola-1323;osm-525-shkola-1323-1;29;2154
tessinskiy-v;osm-554-chastnaya-shkola-bnot-menahem;osm-554-chastnaya-shkola-bnot-menahem-1;29;2209
teyt;osm-441-shkola-1956;osm-441-shkola-1956-1;12;931
teyt;osm-467-shkola-237;osm-467-shkola-237-1;19;1443
teyt;shkola-marina-roscha-im-v-f-orlova;shkola-marina-roscha-im-v-f-orlova-2;23;1705
teyt;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-1;29;2162
teyt;osm-436-shkola-259;osm-436-shkola-259-1;29;2190
the-lake;shkola-sviblovo;shkola-sviblovo-1;6;424
the-lake;osm-45-pravoslavnaya-shkola-im-prepod;osm-45-pravoslavnaya-shkola-im-prepod-1;18;1364
the-lake;pervyy-moskovskiy-obrazovatelnyy-kompleks;pervyy-moskovskiy-obrazovatelnyy-kompleks-4;22;1679
the-lake;osm-507-shkola-1097;osm-507-shkola-1097-1;28;2111
the-lake;shkola-1499-im-i-a-dokukina;shkola-1499-im-i-a-dokukina-1;30;2220
the-lot-by-akvilon;shkola-627-im-d-d-lelyushenko;shkola-627-im-d-d-lelyushenko-3;5;371
the-lot-by-akvilon;shkola-1553-im-v-i-vernadskogo;shkola-1553-im-v-i-vernadskogo-1;10;755
the-lot-by-akvilon;ekonomicheskiy-litsey-reu-im-g-v-plehanova;ekonomicheskiy-litsey-reu-im-g-v-plehanova-1;13;966
the-lot-by-akvilon;osm-544-shkola-553;osm-544-shkola-553-1;19;1395
the-lot-by-akvilon;shkola-1259;shkola-1259-1;20;1528
the-lot-by-akvilon;shkola-1257;shkola-1257-1;23;1704
the-lot-by-akvilon;osm-571-shkola-1262;osm-571-shkola-1262-1;24;1766
the-lot-by-akvilon;shkola-630-im-g-p-kravchenko;shkola-630-im-g-p-kravchenko-4;24;1836
the-lot-by-akvilon;litsey-ranhigs;litsey-ranhigs-1;25;1865
the-lot-by-akvilon;shkola-547;shkola-547-1;27;2049
the-lot-by-akvilon;shkola-stolitsa-kit;shkola-stolitsa-kit-1;28;2129
the-lot-by-akvilon;osm-543-internat-tretiy-moskovskiy-kad;osm-543-internat-tretiy-moskovskiy-kad-1;28;2133
the-lot-by-akvilon;osm-648-frantsuzskiy-litsey-im-aleksan;osm-648-frantsuzskiy-litsey-im-aleksan-1;30;2238
tishinskiy-bulvar;romanovskaya-shkola;romanovskaya-shkola-2;2;164
tishinskiy-bulvar;shkola-1950;shkola-1950-2;14;1068
tishinskiy-bulvar;shkola-1574;shkola-1574-2;17;1257
tishinskiy-bulvar;osm-642-tsentr-obrazovaniya-1447;osm-642-tsentr-obrazovaniya-1447-1;18;1334
tishinskiy-bulvar;osm-586-moskovskaya-ekonomicheskaya-sh;osm-586-moskovskaya-ekonomicheskaya-sh-1;25;1871
tishinskiy-bulvar;osm-568-pushkinskaya-gimnaziya-na-pres;osm-568-pushkinskaya-gimnaziya-na-pres-1;25;1883
tishinskiy-bulvar;osm-36-shkola-viktoriya;osm-36-shkola-viktoriya-1;27;2016
tishinskiy-bulvar;shkola-1241-na-krasnoy-presne;shkola-1241-na-krasnoy-presne-2;27;2046
tishinskiy-bulvar;osm-344-kadetskaya-shkola-1784;osm-344-kadetskaya-shkola-1784-1;28;2068
tishinskiy-bulvar;osm-563-shkola-1239;osm-563-shkola-1239-1;28;2088
tishinskiy-bulvar;osm-360-tsentr-obrazovaniya-1441-bronn;osm-360-tsentr-obrazovaniya-1441-bronn-1;28;2103
tishinskiy-bulvar;shkola-1540;shkola-1540-1;29;2152
tolbukhina-3;osm-23-shkola-800;osm-23-shkola-800-1;4;319
