slug;school_id;korpus_id;walk_min;walk_m
enigmiya;osm-569-shkola-110;osm-569-shkola-110-1;17;1243
enigmiya;litsey-niu-vshe;litsey-niu-vshe-1;18;1359
enigmiya;osm-563-shkola-1239;osm-563-shkola-1239-1;19;1401
enigmiya;osm-583-shkola-123;osm-583-shkola-123-1;20;1510
enigmiya;shkola-179;shkola-179-1;21;1577
enigmiya;shkola-2123-im-migelya-ernandesa;shkola-2123-im-migelya-ernandesa-1;22;1654
enigmiya;romanovskaya-shkola;romanovskaya-shkola-1;23;1707
enigmiya;shkola-91;shkola-91-1;26;1922
enigmiya;osm-642-tsentr-obrazovaniya-1447;osm-642-tsentr-obrazovaniya-1447-1;26;1927
enigmiya;shkola-1501;shkola-1501-1;26;1987
eniteo;osm-112-litsey-im-sofi-nyuberg;osm-112-litsey-im-sofi-nyuberg-1;4;299
eniteo;osm-111-shkola-1280;osm-111-shkola-1280-1;6;446
eniteo;osm-500-shkola-im-hinksona;osm-500-shkola-im-hinksona-1;9;662
eniteo;britanskaya-mezhdunarodnaya-shkola-bis;britanskaya-mezhdunarodnaya-shkola-bis-2;14;1084
eniteo;shkola-626-im-n-i-sats;shkola-626-im-n-i-sats-1;15;1095
eniteo;osm-70-shkola-internat-61;osm-70-shkola-internat-61-1;15;1158
eniteo;osm-60-spetsialnaya-shkola-3;osm-60-spetsialnaya-shkola-3-1;16;1214
eniteo;osm-588-shkola-568;osm-588-shkola-568-1;18;1361
eniteo;osm-603-shkola-517;osm-603-shkola-517-1;19;1462
eniteo;akademicheskaya-shkola-1534;akademicheskaya-shkola-1534-2;20;1487
eniteo;shkola-2115;shkola-2115-3;20;1506
eniteo;osm-664-internat-56;osm-664-internat-56-1;20;1508
eniteo;shkola-45-im-l-i-milgrama;shkola-45-im-l-i-milgrama-2;23;1723
eniteo;osm-196-nou-razvitie-shkola-kompensiru;osm-196-nou-razvitie-shkola-kompensiru-1;24;1776
eniteo;osm-617-shkola-522;osm-617-shkola-522-1;24;1805
eniteo;osm-175-shkola-feniks;osm-175-shkola-feniks-1;24;1833
eniteo;osm-558-shkola-541;osm-558-shkola-541-1;25;1851
eniteo;shkola-1533-lit;shkola-1533-lit-1;25;1865
eniteo;osm-322-shkola-104;osm-322-shkola-104-1;25;1876
eniteo;shkola-554;shkola-554-2;27;2059
eniteo;shkola-625;shkola-625-2;28;2118
eniteo;osm-39-shkola-370;osm-39-shkola-370-1;29;2194
eniteo;shkola-1279-evrika;shkola-1279-evrika-2;29;2212
era;shkola-1553-im-v-i-vernadskogo;shkola-1553-im-v-i-vernadskogo-1;4;300
era;shkola-627-im-d-d-lelyushenko;shkola-627-im-d-d-lelyushenko-3;18;1332
era;osm-543-internat-tretiy-moskovskiy-kad;osm-543-internat-tretiy-moskovskiy-kad-1;22;1623
era;ekonomicheskiy-litsey-reu-im-g-v-plehanova;ekonomicheskiy-litsey-reu-im-g-v-plehanova-1;26;1929
era;shkola-1270-vektor;shkola-1270-vektor-1;26;1940
era;shkola-547;shkola-547-1;27;2009
era;shkola-im-v-v-mayakovskogo;shkola-im-v-v-mayakovskogo-1;27;2017
ever;osm-158-shkola-1100;osm-158-shkola-1100-1;7;561
ever;shkola-1514;shkola-1514-4;13;991
ever;osm-59-shkola-115;osm-59-shkola-115-1;16;1225
ever;shkola-170-im-a-p-chehova;shkola-170-im-a-p-chehova-1;20;1528
ever;shkola-117;shkola-117-3;21;1545
ever;osm-230-kadetskaya-shkola-internat-69;osm-230-kadetskaya-shkola-internat-69-1;21;1571
ever;osm-231-shkola-internat-62;osm-231-shkola-internat-62-1;21;1593
ever;osm-593-shkola-46;osm-593-shkola-46-1;22;1627
ever;shkola-121;shkola-121-1;25;1841
ever;osm-232-tsentr-obrazovaniya-1311-thiya;osm-232-tsentr-obrazovaniya-1311-thiya-1;25;1847
ever;osm-484-shkola-1264;osm-484-shkola-1264-1;29;2163
ever;osm-118-shkola-49;osm-118-shkola-49-2;29;2167
evopark-izmaylovo;shkola-2126-perovo;shkola-2126-perovo-1;19;1455
evopark-izmaylovo;osm-290-shkola-788;osm-290-shkola-788-1;20;1520
evopark-izmaylovo;osm-442-shkola-920;osm-442-shkola-920-1;27;1997
evopark-sokolniki;osm-575-shkola-1502-energiya;osm-575-shkola-1502-energiya-2;5;374
evopark-sokolniki;heritage-school;heritage-school-1;8;605
evopark-sokolniki;osm-221-gimnaziya-1799-shkolnoe-otdele;osm-221-gimnaziya-1799-shkolnoe-otdele-1;14;1077
evopark-sokolniki;osm-529-shkola-internat-30-im-k-a-mika;osm-529-shkola-internat-30-im-k-a-mika-1;15;1118
evopark-sokolniki;osm-424-shkola-378;osm-424-shkola-378-1;15;1151
evopark-sokolniki;osm-314-tsentr-obrazovaniya-1452-bogor;osm-314-tsentr-obrazovaniya-1452-bogor-1;16;1195
evopark-sokolniki;shkola-1797-bogorodskaya;shkola-1797-bogorodskaya-2;17;1295
evopark-sokolniki;shkola-1080;shkola-1080-2;19;1415
evopark-sokolniki;osm-437-shkola-363;osm-437-shkola-363-1;20;1496
evopark-sokolniki;shkola-1404-gamma;shkola-1404-gamma-1;21;1543
evopark-sokolniki;osm-422-chastnaya-nachalnaya-shkola-ga;osm-422-chastnaya-nachalnaya-shkola-ga-1;24;1833
evopark-sokolniki;shkola-1360;shkola-1360-2;25;1866
evopark-sokolniki;shkola-1530-shkola-lomonosova;shkola-1530-shkola-lomonosova-1;26;1940
evopark-sokolniki;osm-631-shkola-1690;osm-631-shkola-1690-1;27;2034
evopark-sokolniki;shkola-1505-preobrazhenskaya;shkola-1505-preobrazhenskaya-1;28;2082
evopark-sokolniki;shkola-1282-sokolniki;shkola-1282-sokolniki-1;30;2224
famous;osm-570-shkola-590;osm-570-shkola-590-1;12;890
famous;obrazovatelnyy-tsentr-proton;obrazovatelnyy-tsentr-proton-2;13;971
famous;shkola-integral;shkola-integral-1;14;1027
famous;osm-183-tsentr-obrazovaniya-1497;osm-183-tsentr-obrazovaniya-1497-1;17;1283
famous;osm-254-tsentr-obrazovaniya-1816;osm-254-tsentr-obrazovaniya-1816-1;17;1284
famous;osm-11-srednyaya-shkola-72;osm-11-srednyaya-shkola-72-1;18;1339
famous;shkola-67;shkola-67-3;21;1541
famous;osm-46-akademicheskaya-gimnaziya;osm-46-akademicheskaya-gimnaziya-1;25;1844
fantom;osm-114-shkola-vuz-sovremennoe-obrazov;osm-114-shkola-vuz-sovremennoe-obrazov-1;5;339
fantom;shkola-1284;shkola-1284-2;6;437
fantom;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-2;7;542
fantom;shkola-algoritm;shkola-algoritm-1;13;948
fantom;osm-554-chastnaya-shkola-bnot-menahem;osm-554-chastnaya-shkola-bnot-menahem-1;13;1005
fantom;shkola-2054;shkola-2054-1;14;1070
fantom;shkola-2107;shkola-2107-4;15;1107
fantom;osm-636-frantsuzskiy-litsey-im-a-dyuma;osm-636-frantsuzskiy-litsey-im-a-dyuma-1;15;1119
fantom;litsey-niu-vshe;litsey-niu-vshe-2;17;1290
fantom;osm-601-shkola-1621-drevo-zhizni;osm-601-shkola-1621-drevo-zhizni-1;18;1322
fantom;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-1;19;1448
fantom;shkola-pokrovskiy-kvartal;shkola-pokrovskiy-kvartal-6;20;1504
fantom;osm-43-russkaya-klassicheskaya-gimnaz;osm-43-russkaya-klassicheskaya-gimnaz-1;21;1566
fantom;shkola-1501;shkola-1501-1;27;2036
fantom;shkola-354-im-d-m-karbysheva;shkola-354-im-d-m-karbysheva-1;30;2217
fenomen-goroda;shkola-814;shkola-814-3;9;711
fenomen-goroda;shkola-1589;shkola-1589-1;23;1708
fenomen-goroda;shkola-intellektual;shkola-intellektual-1;23;1728
fenomen-goroda;lomonosovskaya-shkola;lomonosovskaya-shkola-1;25;1871
fenomen-goroda;shkola-97;shkola-97-1;26;1919
fenomen-goroda;shkola-1248;shkola-1248-3;27;2029
fenomen-goroda;sunts-mgu-shkola-internat-im-a-n-kolmogorova;sunts-mgu-shkola-internat-im-a-n-kolmogorova-2;28;2100
festival-park-2;shkola-167-im-l-a-govorova;shkola-167-im-l-a-govorova-1;6;443
festival-park-2;cambridge-international-school-cis;cambridge-international-school-cis-1;7;547
festival-park-2;shkola-158;shkola-158-2;14;1069
festival-park-2;shkola-597-novoe-pokolenie;shkola-597-novoe-pokolenie-1;21;1571
festival-park-2;shkola-1590-im-v-v-kolesnika;shkola-1590-im-v-v-kolesnika-2;22;1679
festival-park-2;shkola-1315;shkola-1315-1;23;1753
festival-park-2;shkola-1583-im-k-a-kerimova;shkola-1583-im-k-a-kerimova-2;25;1911
festival-park-2;osm-22-znamenskaya-gimnaziya;osm-22-znamenskaya-gimnaziya-1;26;1940
festival-park-2;shkola-1474;shkola-1474-1;29;2151
festival-park-2;shkola-648-im-a-g-karlova;shkola-648-im-a-g-karlova-1;30;2222
five-towers;osm-429-sosh-198;osm-429-sosh-198-1;15;1148
five-towers;shkola-630-im-g-p-kravchenko;shkola-630-im-g-p-kravchenko-5;17;1286
five-towers;shkola-625;shkola-625-1;19;1458
five-towers;osm-431-shkola-1266;osm-431-shkola-1266-1;22;1658
five-towers;shkola-45-im-l-i-milgrama;shkola-45-im-l-i-milgrama-4;23;1700
five-towers;osm-633-baumanskaya-inzhenernaya-shkol;osm-633-baumanskaya-inzhenernaya-shkol-1;24;1835
five-towers;osm-39-shkola-370;osm-39-shkola-370-1;25;1858
five-towers;shkola-192;shkola-192-1;25;1887
fiztekhsiti;shkola-2044-im-a-m-serebryakova;shkola-2044-im-a-m-serebryakova-1;17;1300
fiztekhsiti;shkola-709-im-v-i-dolgih;shkola-709-im-v-i-dolgih-1;19;1430
fiztekhsiti;osm-7-shkola-1;osm-7-shkola-1-1;26;1952
fon-dessin;shkola-pokrovskiy-kvartal;shkola-pokrovskiy-kvartal-3;8;579
fon-dessin;litsey-niu-vshe;litsey-niu-vshe-2;8;603
fon-dessin;osm-636-frantsuzskiy-litsey-im-a-dyuma;osm-636-frantsuzskiy-litsey-im-a-dyuma-1;10;739
fon-dessin;shkola-algoritm;shkola-algoritm-1;11;846
fon-dessin;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-4;11;847
fon-dessin;osm-554-chastnaya-shkola-bnot-menahem;osm-554-chastnaya-shkola-bnot-menahem-1;12;937
fon-dessin;shkola-1284;shkola-1284-1;14;1013
fon-dessin;osm-601-shkola-1621-drevo-zhizni;osm-601-shkola-1621-drevo-zhizni-1;14;1028
fon-dessin;osm-368-svyato-vladimirskaya-shkola;osm-368-svyato-vladimirskaya-shkola-1;15;1091
fon-dessin;osm-114-shkola-vuz-sovremennoe-obrazov;osm-114-shkola-vuz-sovremennoe-obrazov-1;15;1108
fon-dessin;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-2;20;1475
fon-dessin;osm-650-pravoslavnaya-svyato-petrovska;osm-650-pravoslavnaya-svyato-petrovska-1;24;1775
fon-dessin;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-1;25;1881
fon-dessin;osm-482-tsentr-obrazovaniya-1685;osm-482-tsentr-obrazovaniya-1685-1;27;2012
fon-dessin;shkola-sotrudnichestva;shkola-sotrudnichestva-2;28;2072
fon-dessin;shkola-179;shkola-179-1;28;2077
fon-dessin;shkola-2054;shkola-2054-2;28;2113
fon-dessin;osm-549-tsentr-obrazovaniya-1480;osm-549-tsentr-obrazovaniya-1480-1;29;2203
fon-dessin;shkola-2104-na-taganke;shkola-2104-na-taganke-2;30;2225
foriver-residence;shkola-1272;shkola-1272-1;16;1231
foriver-residence;osm-501-shkola-494-im;osm-501-shkola-494-im-1;18;1322
foriver-residence;osm-229-shkola-500;osm-229-shkola-500-1;24;1812
foriver-residence;osm-654-shkola-463-im;osm-654-shkola-463-im-1;25;1841
foriver-residence;osm-355-shkola-462;osm-355-shkola-462-1;26;1937
foriver-residence;shkola-2129-im-p-i-romanova;shkola-2129-im-p-i-romanova-3;26;1938
foriver-residence;osm-585-shkola-548-tsaritsyno;osm-585-shkola-548-tsaritsyno-1;28;2072
forum;shkola-2054;shkola-2054-1;5;392
forum;shkola-2107;shkola-2107-5;6;475
forum;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-2;10;756
forum;osm-43-russkaya-klassicheskaya-gimnaz;osm-43-russkaya-klassicheskaya-gimnaz-1;12;889
forum;osm-114-shkola-vuz-sovremennoe-obrazov;osm-114-shkola-vuz-sovremennoe-obrazov-1;12;922
forum;litsey-niu-vshe;litsey-niu-vshe-1;13;956
forum;shkola-1284;shkola-1284-2;14;1081
forum;shkola-algoritm;shkola-algoritm-1;18;1323
forum;shkola-1501;shkola-1501-1;18;1358
forum;osm-636-frantsuzskiy-litsey-im-a-dyuma;osm-636-frantsuzskiy-litsey-im-a-dyuma-1;20;1466
forum;osm-92-shkolnoe-otdelenie-22-litseya-;osm-92-shkolnoe-otdelenie-22-litseya--1;22;1628
forum;osm-554-chastnaya-shkola-bnot-menahem;osm-554-chastnaya-shkola-bnot-menahem-1;22;1665
forum;osm-646-shkola-1388;osm-646-shkola-1388-1;23;1700
forum;osm-21-shkola-1113;osm-21-shkola-1113-1;25;1862
forum;osm-601-shkola-1621-drevo-zhizni;osm-601-shkola-1621-drevo-zhizni-1;26;1934
forum;osm-597-shkola-1297;osm-597-shkola-1297-1;27;2031
forum;shkola-1574;shkola-1574-1;27;2039
forum;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-1;27;2060
forum;shkola-pokrovskiy-kvartal;shkola-pokrovskiy-kvartal-6;28;2116
forum;osm-674-shkola-1275;osm-674-shkola-1275-1;29;2174
forum;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-1;30;2246
frunzenskiy;shkola-171;shkola-171-1;6;470
frunzenskiy;pyatdesyat-sedmaya-shkola;pyatdesyat-sedmaya-shkola-1;11;809
frunzenskiy;osm-498-shkola-54;osm-498-shkola-54-1;15;1099
frunzenskiy;osm-33-shkola-viktoriya-2000;osm-33-shkola-viktoriya-2000-1;16;1165
frunzenskiy;shkola-1253;shkola-1253-1;17;1278
frunzenskiy;osm-30-filippovskaya-shkola;osm-30-filippovskaya-shkola-1;17;1286
frunzenskiy;shkola-1535;shkola-1535-1;20;1537
frunzenskiy;osm-37-svyato-dimitrievskaya-shkola;osm-37-svyato-dimitrievskaya-shkola-1;21;1562
frunzenskiy;osm-528-spetsshkola-30;osm-528-spetsshkola-30-1;23;1730
frunzenskiy;chastnaya-shkola-zolotoe-sechenie;chastnaya-shkola-zolotoe-sechenie-2;24;1780
frunzenskiy;meditsinskiy-sechenovskiy-preduniversariy;meditsinskiy-sechenovskiy-preduniversariy-1;24;1805
frunzenskiy;shkola-630-im-g-p-kravchenko;shkola-630-im-g-p-kravchenko-1;24;1836
frunzenskiy;shkola-1529-imeni-a-s-griboedova;shkola-1529-imeni-a-s-griboedova-2;25;1850
frunzenskiy;osm-195-shkola-45;osm-195-shkola-45-1;25;1881
frunzenskiy;litsey-vorobevy-gory;litsey-vorobevy-gory-2;27;2014
frunzenskiy;shkola-1231-im-v-d-polenova;shkola-1231-im-v-d-polenova-6;27;2028
frunzenskiy;preduniversitariy-mglu;preduniversitariy-mglu-1;28;2135
frunzenskiy;shkola-1799;shkola-1799-2;29;2153
frunzenskiy;litsey-ranhigs;litsey-ranhigs-2;30;2233
full-house;shkola-875;shkola-875-1;11;794
full-house;osm-29-nemetskaya-shkola-v-moskve;osm-29-nemetskaya-shkola-v-moskve-1;15;1128
full-house;shkola-1329;shkola-1329-1;16;1193
full-house;shkola-1317;shkola-1317-1;16;1209
full-house;osm-610-shkola-324-zhar-ptitsa;osm-610-shkola-324-zhar-ptitsa-2;18;1360
full-house;shkola-1543;shkola-1543-1;20;1492
full-house;osm-162-shkola-14;osm-162-shkola-14-1;22;1635
full-house;shkola-na-prospekte-vernadskogo;shkola-na-prospekte-vernadskogo-2;23;1714
full-house;shkola-1541;shkola-1541-3;25;1847
full-house;osm-608-shkola-1307-troparevo;osm-608-shkola-1307-troparevo-2;25;1862
full-house;shkola-843;shkola-843-2;25;1905
full-house;litsey-prezidentskoy-akademii-ranhigs;litsey-prezidentskoy-akademii-ranhigs-1;28;2100
full-house;tsois-moskva-98;tsois-moskva-98-1;28;2129
full-house;shkola-1741;shkola-1741-1;29;2167
gloraks-premium-belorusskaya;osm-447-litsey-1550;osm-447-litsey-1550-1;2;124
gloraks-premium-belorusskaya;osm-344-kadetskaya-shkola-1784;osm-344-kadetskaya-shkola-1784-2;11;857
gloraks-premium-belorusskaya;shkola-1288-im-n-v-troyan;shkola-1288-im-n-v-troyan-5;18;1328
gloraks-premium-belorusskaya;pansion-vospitannits-ministerstva-oborony-rf;pansion-vospitannits-ministerstva-oborony-rf-1;21;1555
gloraks-premium-belorusskaya;shkola-1570;shkola-1570-1;22;1658
gloraks-premium-belorusskaya;shkola-1601-im-e-k-lyutikova;shkola-1601-im-e-k-lyutikova-3;22;1666
gloraks-premium-belorusskaya;shkola-1409;shkola-1409-2;29;2185
gloraks-premium-belorusskaya;shkola-152;shkola-152-1;29;2204
golubinskaya-28;britanskaya-mezhdunarodnaya-shkola-bis;britanskaya-mezhdunarodnaya-shkola-bis-1;3;248
golubinskaya-28;osm-65-shkola-im-n-m-karamzina-korpus;osm-65-shkola-im-n-m-karamzina-korpus-1;4;319
golubinskaya-28;osm-15-shkola-yasenevo;osm-15-shkola-yasenevo-1;5;342
golubinskaya-28;osm-4-shkola-im-n-m-karamzina-korpus;osm-4-shkola-im-n-m-karamzina-korpus-1;5;358
golubinskaya-28;osm-75-shkola-im-n-m-karamzina-korpus;osm-75-shkola-im-n-m-karamzina-korpus-1;7;534
golubinskaya-28;shkola-1561;shkola-1561-1;9;677
golubinskaya-28;osm-477-shkola-1212;osm-477-shkola-1212-4;19;1444
golubinskaya-28;shkola-1103-im-a-v-solomatina;shkola-1103-im-a-v-solomatina-3;21;1608
golubinskaya-28;osm-475-pravoslavnaya-gimnaziya-radone;osm-475-pravoslavnaya-gimnaziya-radone-1;29;2160
golubinskaya-28;shkola-2103;shkola-2103-1;30;2241
gorodskaya-usadba-v-orlovo-davydovskom;shkola-2107;shkola-2107-3;8;566
gorodskaya-usadba-v-orlovo-davydovskom;osm-597-shkola-1297;osm-597-shkola-1297-1;9;676
gorodskaya-usadba-v-orlovo-davydovskom;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-1;18;1345
gorodskaya-usadba-v-orlovo-davydovskom;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-1;22;1677
gorodskaya-usadba-v-orlovo-davydovskom;shkola-1284;shkola-1284-2;25;1894
gorodskaya-usadba-v-orlovo-davydovskom;shkola-marina-roscha-im-v-f-orlova;shkola-marina-roscha-im-v-f-orlova-3;26;1925
gorodskaya-usadba-v-orlovo-davydovskom;osm-114-shkola-vuz-sovremennoe-obrazov;osm-114-shkola-vuz-sovremennoe-obrazov-1;27;2001
gorodskaya-usadba-v-orlovo-davydovskom;shkola-2054;shkola-2054-1;28;2123
gorodskaya-usadba-v-orlovo-davydovskom;shkola-1501;shkola-1501-1;29;2210
grafika-na-vode;osm-665-shkola-493;osm-665-shkola-493-1;24;1776
grafika-na-vode;osm-154-shkola-918;osm-154-shkola-918-1;26;1918
grafika-na-vode;shkola-im-f-m-dostoevskogo;shkola-im-f-m-dostoevskogo-1;29;2142
grand-fili;shkola-2101;shkola-2101-2;6;424
grand-fili;osm-170-psihonevrologicheskiy-internat;osm-170-psihonevrologicheskiy-internat-1;8;585
grand-fili;osm-184-shkola-73;osm-184-shkola-73-1;14;1074
grand-fili;osm-186-shkola-262;osm-186-shkola-262-1;16;1202
grand-fili;osm-188-navigatskaya-shkola;osm-188-navigatskaya-shkola-1;18;1339
grand-fili;mediko-biologicheskaya-shkola-vita;mediko-biologicheskaya-shkola-vita-1;23;1721
grand-fili;shkola-887;shkola-887-2;29;2146
grand-fili;osm-183-tsentr-obrazovaniya-1497;osm-183-tsentr-obrazovaniya-1497-1;30;2228
granel-prityazhenie-siti;mezhdunarodnaya-gimnaziya-skolkovo;mezhdunarodnaya-gimnaziya-skolkovo-1;10;785
granel-prityazhenie-siti;innovatsionnaya-shkola-skolka;innovatsionnaya-shkola-skolka-1;13;955
granel-prityazhenie-siti;osm-651-nemchinovskiy-litsey;osm-651-nemchinovskiy-litsey-2;26;1987
headliner;romanovskaya-shkola;romanovskaya-shkola-4;4;328
headliner;shkola-2048;shkola-2048-1;18;1368
headliner;osm-545-shkola-340;osm-545-shkola-340-1;20;1532
headliner;osm-46-akademicheskaya-gimnaziya;osm-46-akademicheskaya-gimnaziya-1;24;1773
headliner;obrazovatelnyy-tsentr-proton;obrazovatelnyy-tsentr-proton-1;27;2016
headliner;osm-351-shkola-1253;osm-351-shkola-1253-2;27;2058
hide;osm-389-shkola-12;osm-389-shkola-12-1;9;647
hide;osm-329-shkola-74;osm-329-shkola-74-1;18;1330
hide;shkola-67;shkola-67-1;25;1902
ilinka-3-8;shkola-179;shkola-179-1;15;1119
ilinka-3-8;litsey-niu-vshe;litsey-niu-vshe-4;15;1148
ilinka-3-8;osm-368-svyato-vladimirskaya-shkola;osm-368-svyato-vladimirskaya-shkola-1;18;1378
ilinka-3-8;osm-636-frantsuzskiy-litsey-im-a-dyuma;osm-636-frantsuzskiy-litsey-im-a-dyuma-1;19;1413
ilinka-3-8;osm-525-shkola-1323;osm-525-shkola-1323-1;20;1466
ilinka-3-8;shkola-1799;shkola-1799-3;20;1495
ilinka-3-8;shkola-pokrovskiy-kvartal;shkola-pokrovskiy-kvartal-3;21;1562
ilinka-3-8;shkola-2054;shkola-2054-2;22;1663
ilinka-3-8;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-4;22;1667
ilinka-3-8;shkola-algoritm;shkola-algoritm-1;22;1667
ilinka-3-8;shkola-1520-im-kaptsovyh;shkola-1520-im-kaptsovyh-1;23;1706
ilinka-3-8;osm-583-shkola-123;osm-583-shkola-123-1;24;1822
ilinka-3-8;osm-672-shkola-518;osm-672-shkola-518-1;25;1895
ilinka-3-8;pyatdesyat-sedmaya-shkola;pyatdesyat-sedmaya-shkola-3;26;1921
ilinka-3-8;osm-331-elizavetinskaya-gimnaziya;osm-331-elizavetinskaya-gimnaziya-1;28;2075
ilinka-3-8;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-2;29;2158
ilinka-3-8;osm-650-pravoslavnaya-svyato-petrovska;osm-650-pravoslavnaya-svyato-petrovska-1;29;2162
ilinka-3-8;shkola-2104-na-taganke;shkola-2104-na-taganke-1;29;2178
ilinka-3-8;shkola-1284;shkola-1284-1;29;2180
ilinka-3-8;osm-554-chastnaya-shkola-bnot-menahem;osm-554-chastnaya-shkola-bnot-menahem-1;29;2195
ilinka-3-8;osm-114-shkola-vuz-sovremennoe-obrazov;osm-114-shkola-vuz-sovremennoe-obrazov-1;29;2196
ilinka-3-8;shkola-91;shkola-91-1;29;2203
ilinka-3-8;osm-482-tsentr-obrazovaniya-1685;osm-482-tsentr-obrazovaniya-1685-1;30;2226
ilinka-3-8;shkola-1234;shkola-1234-4;30;2227
ilinka-3-8;osm-569-shkola-110;osm-569-shkola-110-1;30;2250
ilinskie-dachi;osm-680-ilinskaya-srednyaya-obscheobra;osm-680-ilinskaya-srednyaya-obscheobra-1;15;1119
ilinskoe-pole;osm-680-ilinskaya-srednyaya-obscheobra;osm-680-ilinskaya-srednyaya-obscheobra-1;17;1244
ilinskoe-pole;osm-704-ilinskaya-shkola;osm-704-ilinskaya-shkola-1;27;2045
ilove;shkola-1531-im-s-k-godovikova;shkola-1531-im-s-k-godovikova-1;4;290
ilove;pervyy-moskovskiy-obrazovatelnyy-kompleks;pervyy-moskovskiy-obrazovatelnyy-kompleks-2;12;887
ilove;shkola-1539;shkola-1539-1;13;952
ilove;shkola-1518;shkola-1518-2;13;993
ilove;osm-483-shkola-1220;osm-483-shkola-1220-1;14;1061
ilove;osm-378-shkola-308;osm-378-shkola-308-1;15;1124
ilove;osm-272-shkola-potentsial;osm-272-shkola-potentsial-1;16;1169
ilove;osm-599-shkola-venda;osm-599-shkola-venda-1;17;1239
ilove;osm-566-shkola-304;osm-566-shkola-304-1;17;1252
ilove;shkola-293-im-a-t-tvardovskogo;shkola-293-im-a-t-tvardovskogo-2;19;1432
ilove;shkola-internat-1;shkola-internat-1-1;19;1441
ilove;osm-309-tsentr-obrazovaniya-1470;osm-309-tsentr-obrazovaniya-1470-1;20;1468
ilove;osm-435-gimnaziya-mgups;osm-435-gimnaziya-mgups-1;22;1642
ilove;osm-280-shkola-1503;osm-280-shkola-1503-3;27;1991
ilove;shkola-1415-ostankino;shkola-1415-ostankino-1;29;2164
imperium;shkola-1529-imeni-a-s-griboedova;shkola-1529-imeni-a-s-griboedova-4;1;43
imperium;litsey-ranhigs;litsey-ranhigs-2;8;602
imperium;shkola-1231-im-v-d-polenova;shkola-1231-im-v-d-polenova-4;8;627
imperium;preduniversitariy-mglu;preduniversitariy-mglu-1;12;892
imperium;pyatdesyat-sedmaya-shkola;pyatdesyat-sedmaya-shkola-3;15;1099
imperium;osm-34-shkola-1331-molodaya-iveriya;osm-34-shkola-1331-molodaya-iveriya-1;15;1132
imperium;shkola-1253;shkola-1253-2;19;1460
imperium;shkola-1799;shkola-1799-3;23;1756
imperium;shkola-91;shkola-91-1;24;1794
imperium;osm-567-pirogovskaya-shkola;osm-567-pirogovskaya-shkola-1;25;1860
imperium;shkola-1234;shkola-1234-1;27;2043
imperium;shkola-1520-im-kaptsovyh;shkola-1520-im-kaptsovyh-1;27;2044
imperium;chastnaya-shkola-zolotoe-sechenie;chastnaya-shkola-zolotoe-sechenie-1;27;2045
imperium;osm-525-shkola-1323;osm-525-shkola-1323-1;29;2154
imperium;shkola-2123-im-migelya-ernandesa;shkola-2123-im-migelya-ernandesa-1;29;2160
imperium;osm-583-shkola-123;osm-583-shkola-123-1;30;2230
indivo;osm-139-spetsshkola-6;osm-139-spetsshkola-6-1;4;292
indivo;osm-147-shkola-808;osm-147-shkola-808-1;8;636
indivo;shkola-887;shkola-887-2;9;664
indivo;shkola-806;shkola-806-1;14;1079
indivo;osm-55-shkola-888;osm-55-shkola-888-1;18;1347
indivo;osm-27-shkola-802;osm-27-shkola-802-1;20;1493
indivo;osm-104-shkola-749;osm-104-shkola-749-1;24;1815
indivo;osm-188-navigatskaya-shkola;osm-188-navigatskaya-shkola-1;24;1835
indivo;osm-26-shkola-587;osm-26-shkola-587-1;25;1864
indivo;osm-341-shkola-659;osm-341-shkola-659-1;26;1953
indivo;osm-25-shkola-65;osm-25-shkola-65-1;28;2091
indivo;shkola-64;shkola-64-1;28;2119
indivo;lomonosovskaya-shkola;lomonosovskaya-shkola-3;29;2164
indivo;shkola-2101;shkola-2101-2;29;2209
indy-towers;shkola-1251-im-sharlya-de-gollya;shkola-1251-im-sharlya-de-gollya-3;9;684
indy-towers;osm-52-shkola-90;osm-52-shkola-90-1;11;841
indy-towers;osm-401-tsentr-obrazovaniya-1865;osm-401-tsentr-obrazovaniya-1865-1;11;856
indy-towers;shkola-1287;shkola-1287-1;16;1163
indy-towers;shkola-1384;shkola-1384-2;16;1188
indy-towers;kurchatovskaya-shkola;kurchatovskaya-shkola-3;18;1331
indy-towers;shkola-141-im-riharda-zorge;shkola-141-im-riharda-zorge-1;19;1401
indy-towers;shkola-1249;shkola-1249-1;21;1548
indy-towers;shkola-1252-im-servantesa;shkola-1252-im-servantesa-2;26;1982
