school_id;school;in_nota_base;type;tier;building;lat;lon;source;osm_id
shkola-2001;Школа № 2001;да;Городская;;Школа №2001;55.591159;37.639960;OpenStreetMap, корпус;w709580272
shkola-2103;Школа № 2103;да;Городская;;Школа № 2103. Корпус школьного образования №3;55.604832;37.517533;OpenStreetMap, корпус;w286584497
shkola-2103;Школа № 2103;да;Городская;;Школа № 2103. Корпус школьного образования №1;55.606679;37.516923;OpenStreetMap, корпус;w286584498
shkola-2103;Школа № 2103;да;Городская;;Школа № 2103. Корпус школьного образования №2;55.605839;37.517233;OpenStreetMap, корпус;w286584499
shkola-2103;Школа № 2103;да;Городская;;Школа № 2103. Корпус школьного образования №5;55.607154;37.520526;OpenStreetMap, корпус;w286584500
shkola-2116-zyablikovo;Школа № 2116 «Зябликово»;да;Городская;;Школа № 2116, школьное отделение № 2;55.617995;37.751224;OpenStreetMap, корпус;w140042486
shkola-2116-zyablikovo;Школа № 2116 «Зябликово»;да;Городская;;Школа № 2116, Классика;55.620465;37.749701;OpenStreetMap, корпус;w140042488
shkola-2116-zyablikovo;Школа № 2116 «Зябликово»;да;Городская;;Школа № 2116, школьное отделение № 1;55.620504;37.754870;OpenStreetMap, корпус;w182028222
shkola-2116-zyablikovo;Школа № 2116 «Зябликово»;да;Городская;;Школа № 2116, школьное отделение № 3;55.621088;37.756764;OpenStreetMap, корпус;w182028223
shkola-2121-im-s-k-kurkotkina;Школа № 2121 им. С.К. Куркоткина;да;Городская;;Школа №2121 – школьный корпус №1;55.684574;37.753985;OpenStreetMap, корпус;w156378577
shkola-2121-im-s-k-kurkotkina;Школа № 2121 им. С.К. Куркоткина;да;Городская;;Центр образования №2121-начальная школа;55.679743;37.752003;OpenStreetMap, корпус;w1097682346
shkola-2121-im-s-k-kurkotkina;Школа № 2121 им. С.К. Куркоткина;да;Городская;;Центр образования №2121;55.678635;37.752098;OpenStreetMap, корпус;w1097682347
shkola-2126-perovo;Школа № 2126 «Перово»;да;Городская;;"Школа № 2126 ""Перово""";55.742877;37.759354;OpenStreetMap, корпус;w40793349
shkola-2126-perovo;Школа № 2126 «Перово»;да;Городская;;"Школа № 2126 ""Перово""";55.742615;37.762425;OpenStreetMap, корпус;w54255822
shkola-2126-perovo;Школа № 2126 «Перово»;да;Городская;;"Школа № 2126 ""Перово""";55.741412;37.762521;OpenStreetMap, корпус;w333533055
shkola-2129-im-p-i-romanova;Школа № 2129 им. П.И. Романова;да;Городская;;ГБОУ Школа № 2129 ШО № 1;55.700198;37.682755;OpenStreetMap, корпус;w195523838
shkola-2129-im-p-i-romanova;Школа № 2129 им. П.И. Романова;да;Городская;;"ГБОУ Школа № 2129 ШО ""Начальная школа""";55.703805;37.681246;OpenStreetMap, корпус;w195529430
shkola-2129-im-p-i-romanova;Школа № 2129 им. П.И. Романова;да;Городская;;ГБОУ Школа № 2129 ШО №2;55.706335;37.672247;OpenStreetMap, корпус;w284423448
shkola-2129-im-p-i-romanova;Школа № 2129 им. П.И. Романова;да;Городская;;ГБОУ Школа № 2129 ШО для детей с ОВЗ;55.705629;37.672203;OpenStreetMap, корпус;w443480698
shkola-2129-im-p-i-romanova;Школа № 2129 им. П.И. Романова;да;Городская;;ГБОУ Школа № 2129 ШО №3;55.707959;37.675715;OpenStreetMap, корпус;r13234192
shkola-285-im-v-a-molodtsova;Школа № 285 им. В.А. Молодцова;да;Городская;;Школа №285 имени В.А. Молодцова;55.876276;37.630204;OpenStreetMap, корпус;w102317313
shkola-285-im-v-a-molodtsova;Школа № 285 им. В.А. Молодцова;да;Городская;;Школа №285 имени В. А. Молодцова;55.876856;37.624436;OpenStreetMap, корпус;w117763674
shkola-285-im-v-a-molodtsova;Школа № 285 им. В.А. Молодцова;да;Городская;;Школа №285 имени В.А. Молодцова;55.876389;37.629079;OpenStreetMap, корпус;w499308094
shkola-285-im-v-a-molodtsova;Школа № 285 им. В.А. Молодцова;да;Городская;;Школа №285 имени В.А. Молодцова;55.877521;37.618249;OpenStreetMap, корпус;r12314255
shkola-305;Школа № 305;да;Городская;;Школа № 305;55.875639;37.580145;OpenStreetMap, корпус;r2235992
shkola-368-losinyy-ostrov;Школа № 368 «Лосиный остров»;да;Городская;;Школа №368 (Здание №1);55.822206;37.818067;OpenStreetMap, корпус;w61299004
shkola-368-losinyy-ostrov;Школа № 368 «Лосиный остров»;да;Городская;;Школа №368 (Здание №2);55.822331;37.820006;OpenStreetMap, корпус;w385965951
shkola-429-sokolinaya-gora;Школа № 429 «Соколиная гора»;да;Городская;;"Школа № 429 ""Соколиная гора"". Школьное здание";55.775482;37.724987;OpenStreetMap, корпус;w80033791
shkola-429-sokolinaya-gora;Школа № 429 «Соколиная гора»;да;Городская;;"Школа № 429 ""Соколиная гора"". Школьное здание";55.768592;37.733207;OpenStreetMap, корпус;w93527752
shkola-429-sokolinaya-gora;Школа № 429 «Соколиная гора»;да;Городская;;"Школа № 429 ""Соколиная гора"". Школьное здание";55.763312;37.737782;OpenStreetMap, корпус;r6847000
shkola-429-sokolinaya-gora;Школа № 429 «Соколиная гора»;да;Городская;;"Школа № 429 ""Соколиная гора"". Школьное здание";55.762853;37.731993;OpenStreetMap, корпус;w105137093
shkola-460;Школа № 460;да;Городская;;Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-4);55.678872;37.771511;OpenStreetMap, корпус;w34330117
shkola-460;Школа № 460;да;Городская;;Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-3);55.674363;37.809918;OpenStreetMap, корпус;w83238455
shkola-460;Школа № 460;да;Городская;;Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-2);55.672422;37.770147;OpenStreetMap, корпус;w336720753
shkola-460;Школа № 460;да;Городская;;Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-1);55.671219;37.769130;OpenStreetMap, корпус;w460006530
shkola-460;Школа № 460;да;Городская;;Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-5);55.678843;37.769391;OpenStreetMap, корпус;r6799539
shkola-554;Школа № 554;да;Городская;;Школа № 554;55.657163;37.579841;OpenStreetMap, корпус;w410329463
shkola-554;Школа № 554;да;Городская;;Школа № 554;55.661079;37.581639;OpenStreetMap, корпус;r7722663
shkola-629;Школа № 629;да;Городская;;Школа № 629. Корпус школьного образования №5;55.587646;37.595092;OpenStreetMap, корпус;w390483183
shkola-629;Школа № 629;да;Городская;;Школа № 629. Корпус школьного образования №4;55.591660;37.596541;OpenStreetMap, корпус;w390483184
shkola-656-im-a-s-makarenko;Школа № 656 им. А.С. Макаренко;да;Городская;;Школа № 656 им. А. С. Макаренко;55.870524;37.552693;OpenStreetMap, корпус;r7004981
shkola-656-im-a-s-makarenko;Школа № 656 им. А.С. Макаренко;да;Городская;;Школа № 656 им. А. С. Макаренко;55.867621;37.555031;OpenStreetMap, корпус;w117904490
shkola-656-im-a-s-makarenko;Школа № 656 им. А.С. Макаренко;да;Городская;;Школа № 656 имени А.С. Макаренко;55.862130;37.557455;OpenStreetMap, корпус;w216253188
shkola-69-im-b-sh-okudzhavy;Школа № 69 им. Б.Ш. Окуджавы;да;Городская;;Школа №69 им. Б.Ш. Окуджавы;55.816280;37.398599;OpenStreetMap, корпус;w68764840
shkola-806;Школа № 806;да;Городская;;Школа № 806. Корпус 1;55.732393;37.423319;OpenStreetMap, корпус;w741277616
shkola-806;Школа № 806;да;Городская;;Школа № 806. Корпус 2;55.732346;37.421856;OpenStreetMap, корпус;w741277617
shkola-825-imeni-v-a-karakovskogo;Школа № 825 имени В. А. Караковского;да;Городская;;ГБОУ Школа №825;55.710987;37.757423;OpenStreetMap, корпус;w265442692
shkola-825-imeni-v-a-karakovskogo;Школа № 825 имени В. А. Караковского;да;Городская;;ГБОУ Школа № 825;55.709687;37.757055;OpenStreetMap, корпус;w656685220
shkola-825-imeni-v-a-karakovskogo;Школа № 825 имени В. А. Караковского;да;Городская;;ГБОУ Школа №825;55.710095;37.753978;OpenStreetMap, корпус;w656685223
shkola-830;Школа № 830;да;Городская;;Школа №830 корпус №4;55.814253;37.459411;OpenStreetMap, корпус;w28683132
shkola-830;Школа № 830;да;Городская;;Школа № 830. Корпус № 3;55.825198;37.449098;OpenStreetMap, корпус;w28938786
shkola-830;Школа № 830;да;Городская;;Школа №830 корпус №1;55.833040;37.459576;OpenStreetMap, корпус;w309031590
shkola-830;Школа № 830;да;Городская;;Школа № 830. Корпус № 2;55.826975;37.454688;OpenStreetMap, корпус;w704215334
shkola-843;Школа № 843;да;Городская;;Школа № 843;55.671088;37.457979;OpenStreetMap, корпус;w319902984
shkola-843;Школа № 843;да;Городская;;Школа № 843;55.669718;37.460529;OpenStreetMap, корпус;r6968315
shkola-883-im-m-f-lukina;Школа № 883 им. М.Ф. Лукина;да;Городская;;Школа № 883 корпус «Ленинград»;55.862341;37.427201;OpenStreetMap, корпус;w69881813
shkola-883-im-m-f-lukina;Школа № 883 им. М.Ф. Лукина;да;Городская;;Школа № 883 корпус «Москва»;55.860729;37.431656;OpenStreetMap, корпус;w79369760
shkola-937-im-a-v-perova;Школа № 937 им. А.В. Перова;да;Городская;;Школа № 937;55.623135;37.697157;OpenStreetMap, корпус;w149865608
shkola-937-im-a-v-perova;Школа № 937 им. А.В. Перова;да;Городская;;Школа №937;55.619133;37.700310;OpenStreetMap, корпус;w291431905
shkola-950;Школа № 950;да;Городская;;Школа №950;55.860236;37.604841;OpenStreetMap, корпус;w35134626
shkola-950;Школа № 950;да;Городская;;Школа № 950;55.858906;37.619021;OpenStreetMap, корпус;w86552971
shkola-950;Школа № 950;да;Городская;;Школа №950;55.857610;37.613323;OpenStreetMap, корпус;w153269042
shkola-950;Школа № 950;да;Городская;;Школа №950;55.857167;37.614573;OpenStreetMap, корпус;w153269043
shkola-950;Школа № 950;да;Городская;;Школа № 950;55.851251;37.614863;OpenStreetMap, корпус;r9865158
shkola-967-im-v-a-komagorova;Школа № 967 им. В.А. Комагорова;да;Городская;;Школа №967, школьное отделение №1;55.879116;37.652292;OpenStreetMap, корпус;w53587339
shkola-967-im-v-a-komagorova;Школа № 967 им. В.А. Комагорова;да;Городская;;Школа № 967, ШО №2;55.880286;37.642048;OpenStreetMap, корпус;w378894408
shkola-967-im-v-a-komagorova;Школа № 967 им. В.А. Комагорова;да;Городская;;Школа №967, ШО 3;55.883916;37.637163;OpenStreetMap, корпус;r19607509
shkola-97;Школа № 97;да;Городская;;Школа №97;55.712365;37.456214;OpenStreetMap, корпус;w306467405
shkola-97;Школа № 97;да;Городская;;Школа №97;55.720697;37.460380;OpenStreetMap, корпус;w368267185
shkola-internat-2;Школа-интернат № 2;да;Городская;;Специальная (коррекционная) общеобразовательная школа-интернат № 2;55.809772;37.534635;OpenStreetMap, корпус;r7103211
shkola-internat-2;Школа-интернат № 2;да;Городская;;Британская Международная Школа № 2;55.818697;37.527718;OpenStreetMap, корпус;r8298825
shkola-1270-vektor;Школа № 1270 «Вектор»;да;Городская;;"Школа #1270 ""Вектор""";55.733089;37.661257;OpenStreetMap, корпус;w47572148
shkola-1270-vektor;Школа № 1270 «Вектор»;да;Городская;;Школа № 1270 «Вектор»;55.743988;37.664667;OpenStreetMap, корпус;r7966560
shkola-1384;Школа № 1384;да;Городская;;Второй корпус школы № 1384;55.802505;37.515647;OpenStreetMap, корпус;w1090983005
shkola-1384;Школа № 1384;да;Городская;;Школа № 1384 имени А. А. Леманского;55.798234;37.515784;OpenStreetMap, корпус;w103562938
shkola-1384;Школа № 1384;да;Городская;;Школа №1384 имени А. А. Леманского;55.798143;37.523748;OpenStreetMap, корпус;r15049713
shkola-2054;Школа № 2054;да;Городская;;Школа № 2054, Школьный корпус № 1;55.772446;37.626269;OpenStreetMap, корпус;r9633273
shkola-2054;Школа № 2054;да;Городская;;Школа № 2054. Школьное отделение №3;55.765023;37.614219;OpenStreetMap, корпус;r7119651
litsey-ranhigs;Лицей РАНХиГС;да;Городская;;Российская академия народного хозяйства и государственной службы при Президенте РФ;55.719709;37.613109;OpenStreetMap, корпус;r18134839
litsey-ranhigs;Лицей РАНХиГС;да;Городская;;Российская академия народного хозяйства и государственной службы;55.737857;37.603312;OpenStreetMap, корпус;r17991371
mezhdunarodnaya-shkola-zavtrashnego-dnya;Международная школа завтрашнего дня;да;Городская;;Международная школа завтрашнего дня;55.632957;37.608902;OpenStreetMap, корпус;w461030275
novaya-gumanitarnaya-shkola;Новая гуманитарная школа;да;Городская;;Новая гуманитарная школа;55.802362;37.541020;OpenStreetMap, корпус;w485382207
pervaya-shkola;Первая школа;да;Городская;;НОУ «Первая Школа»;55.883316;37.492184;OpenStreetMap, корпус;n5634481148
shkola-1095;Школа № 1095;да;Городская;;Школа № 1095. Учебный корпус;55.870781;37.669588;OpenStreetMap, корпус;r1270060
shkola-1095;Школа № 1095;да;Городская;;Школа №1095;55.874394;37.662431;OpenStreetMap, корпус;w59404034
shkola-1095;Школа № 1095;да;Городская;;Школа №1095;55.872290;37.670486;OpenStreetMap, корпус;r1270058
shkola-1404-gamma;Школа № 1404 «Гамма»;да;Городская;;"Центр образования №1404 ""Гамма""";55.803927;37.688212;OpenStreetMap, корпус;r11126283
shkola-1404-gamma;Школа № 1404 «Гамма»;да;Городская;;"Центр образования №1404 ""Гамма""";55.807995;37.687154;OpenStreetMap, корпус;r11152601
shkola-1412;Школа № 1412;да;Городская;;Школа №1412;55.890909;37.601354;OpenStreetMap, корпус;w136884279
shkola-1412;Школа № 1412;да;Городская;;Школа №1412;55.893394;37.604190;OpenStreetMap, корпус;w136884287
shkola-319;Школа № 319;да;Городская;;Школа №319 (здание №4);55.812388;37.789313;OpenStreetMap, корпус;w205590474
shkola-319;Школа № 319;да;Городская;;Школа №319 (здание №3);55.814764;37.792683;OpenStreetMap, корпус;w205880825
shkola-319;Школа № 319;да;Городская;;Школа №319 (здание №1);55.806665;37.759178;OpenStreetMap, корпус;r18122613
shkola-319;Школа № 319;да;Городская;;Школа №319 (здание №5);55.810635;37.778108;OpenStreetMap, корпус;w1390592208
shkola-384;Школа № 384;да;Городская;;Школа № 384 имени Д.К. Корнеева. Школьный корпус;55.711734;37.399839;OpenStreetMap, корпус;w1098235554
shkola-384;Школа № 384;да;Городская;;Школа № 384 имени Д.К. Корнеева;55.708893;37.397487;OpenStreetMap, корпус;w1527193477
sportivnyy-internat-chertanovo;Спортивный интернат «Чертаново»;да;Спортивная;;"Интернат ЦСО ""Чертаново""";55.626825;37.594800;OpenStreetMap, корпус;w81157269
sportivnyy-internat-chertanovo;Спортивный интернат «Чертаново»;да;Спортивная;;адрес: Чертановская ул., д. 7, корп. 3 + площадки Борисовские Пруды, Капотня;55.630220;37.604860;адрес из базы;
tsois-moskva-98;ЦОиС «Москва-98»;да;Спортивная;;"Центр образования и спорта ""Москва-98"". Школа № 2";55.680264;37.484645;OpenStreetMap, корпус;w41667088
tsois-moskva-98;ЦОиС «Москва-98»;да;Спортивная;;"Центр образования и спорта ""Москва-98"". Школа № 3";55.684794;37.485229;OpenStreetMap, корпус;w360180385
tsois-moskva-98;ЦОиС «Москва-98»;да;Спортивная;;"Центр образования и спорта ""Москва-98"". Школа № 1";55.684681;37.494350;OpenStreetMap, корпус;r13653023
tssio-mesh-moskovskaya-eksperimentalnaya-shkola;ЦСиО «МЭШ» (Московская экспериментальная школа);да;Спортивная;;Экспериментальная школа (центр образования МЭШ);55.654583;37.564459;OpenStreetMap, корпус;w116299212
tssio-sambo-70;ЦСиО «Самбо-70»;да;Спортивная;;"ЦО ""Самбо-70""";55.630908;37.487252;OpenStreetMap, корпус;w45936847
tsentr-obrazovaniya-i-sporta-lokomotiv;Центр образования и спорта «Локомотив»;да;Спортивная;;Общеобразовательная школа «Локомотив»;55.804066;37.743750;OpenStreetMap, корпус;w62112479
tsentr-obrazovaniya-i-sporta-lokomotiv;Центр образования и спорта «Локомотив»;да;Спортивная;;"Центр спорта и образования ""Локомотив""";55.806170;37.742329;OpenStreetMap, корпус;n6665428945
shkola-naslednik;Школа «Наследник»;да;Частная;;Наследник;55.636033;37.722155;OpenStreetMap, корпус;w105917639
shkola-1577;Школа № 1577;да;Городская;;"ГБОУ ""Гимназия №1577"" Подразделение №1";55.852332;37.690363;OpenStreetMap, корпус;r12745351
shkola-1577;Школа № 1577;да;Городская;;"ГБОУ ""Гимназия №1577"" Подразделение №2";55.851682;37.688715;OpenStreetMap, корпус;r12745352
osm-0-shkola-1;Школа №1;нет;Другая;;Школа №1;55.689065;37.537874;OpenStreetMap, корпус;n954912765
osm-1-shkola-1;Школа №1;нет;Другая;;Школа №1;55.626362;37.843683;OpenStreetMap, корпус;w113020852
osm-1-shkola-1;Школа №1;нет;Другая;;Школа №1 им. Л. Д. Чурилова;55.648365;37.858531;OpenStreetMap, корпус;w1461438324
osm-2-shkola-1;Школа №1;нет;Другая;;Школа №1;55.834653;37.324918;OpenStreetMap, корпус;w182751587
osm-2-shkola-1;Школа №1;нет;Другая;;Средняя общеобразовательная школа №1 . Начальная школа;55.841862;37.342109;OpenStreetMap, корпус;r12270285
osm-3-shkola-1;Школа №1;нет;Другая;;Школа №1;55.761555;37.850268;OpenStreetMap, корпус;r5686624
osm-4-shkola-im-n-m-karamzina-korpus;Школа им. Н.М. Карамзина. Корпус школьного образования №1 «Петербургский»;нет;Другая;;Школа им. Н.М. Карамзина. Корпус школьного образования №1 «Петербургский»;55.592451;37.540426;OpenStreetMap, корпус;r4233096
osm-5-shkola-1;Школа №1;нет;Другая;;Школа №1;55.888848;37.407774;OpenStreetMap, корпус;r17895410
osm-6-shkola-1;Школа №1;нет;Другая;;Школа №1;55.668930;37.287261;OpenStreetMap, корпус;w70321243
osm-7-shkola-1;Школа №1;нет;Другая;;Школа №1;55.931985;37.521757;OpenStreetMap, корпус;w111260979
osm-8-mou-litsey-1;МОУ Лицей №1;нет;Другая;;Дедовская средняя общеобразовательная школа №1. Начальная школа;55.863036;37.126807;OpenStreetMap, корпус;w176303744
osm-8-mou-litsey-1;МОУ Лицей №1;нет;Другая;;Дедовская средняя общеобразовательная школа №1;55.861423;37.124595;OpenStreetMap, корпус;r12831949
osm-8-mou-litsey-1;МОУ Лицей №1;нет;Другая;;Лицей № 1 посёлка Нахабино;55.839358;37.146942;OpenStreetMap, корпус;w1105625287
osm-8-mou-litsey-1;МОУ Лицей №1;нет;Другая;;МОУ Лицей №1;55.842627;37.167269;OpenStreetMap, корпус;r18714810
osm-9-moskovskaya-mezhdunarodnaya-gi;Московская международная гимназия;нет;Другая;;Московская международная гимназия;55.755926;37.801203;OpenStreetMap, корпус;n1013879417
osm-10-tserkovno-prihodskaya-shkola-k;Церковно-приходская школа «Косинская»;нет;Другая;;Церковно-приходская школа «Косинская»;55.718992;37.858583;OpenStreetMap, корпус;n1116494773
osm-11-srednyaya-shkola-72;Средняя школа №72;нет;Другая;;Средняя школа №72;55.747585;37.498579;OpenStreetMap, корпус;n1145370005
osm-12-internat-72;Интернат №72;нет;Другая;;Интернат №72;55.665670;37.612682;OpenStreetMap, корпус;w129474366
osm-13-shkola-119;Школа №119;нет;Другая;;Школа №119;55.679847;37.521399;OpenStreetMap, корпус;n1373694630
osm-14-shkola-promo-m;"Школа ""Промо-М""";нет;Другая;;"Школа ""Промо-М""";55.643379;37.479920;OpenStreetMap, корпус;n1374506143
osm-15-shkola-yasenevo;"Школа ""Ясенево""";нет;Другая;;"Школа ""Ясенево""";55.595038;37.538140;OpenStreetMap, корпус;n1374741534
osm-16-pravoslavnaya-shkola-vo-imya-i;"Православная школа во имя иконы божией Матери ""Скоропослушница""";нет;Другая;;"Православная школа во имя иконы божией Матери ""Скоропослушница""";55.589914;37.651747;OpenStreetMap, корпус;n1426996766
osm-17-negosudarstvennoe-obrazovateln;Негосударственное образовательное учреждение русская гуманитарная школа;нет;Другая;;Негосударственное образовательное учреждение русская гуманитарная школа;55.665586;37.643184;OpenStreetMap, корпус;n1427798462
osm-18-shkola-epos;"Школа ""ЭПОС""";нет;Другая;;"Школа ""ЭПОС""";55.682920;37.704967;OpenStreetMap, корпус;n1428214514
osm-19-ano-sosh-uchebnyy-tsentr-persp;"АНО СОШ ""Учебный центр Перспектива""";нет;Другая;;"АНО СОШ ""Учебный центр Перспектива""";55.637428;37.614347;OpenStreetMap, корпус;n1430522302
osm-20-shkola-435;Школа №435;нет;Другая;;Школа №435;55.774614;37.704853;OpenStreetMap, корпус;n1430546453
osm-21-shkola-1113;Школа №1113;нет;Другая;;Школа №1113;55.769110;37.603020;OpenStreetMap, корпус;n1430804068
osm-21-shkola-1113;Школа №1113;нет;Другая;;Школа №1113;55.768644;37.602048;OpenStreetMap, корпус;r8849889
osm-22-znamenskaya-gimnaziya;Знаменская гимназия;нет;Другая;;Знаменская гимназия;55.857542;37.499716;OpenStreetMap, корпус;n1727533933
osm-23-shkola-800;Школа №800;нет;Другая;;Школа №800;55.719514;37.397959;OpenStreetMap, корпус;n1898677224
osm-24-shkola-423;Школа №423;нет;Другая;;Школа №423;55.757137;37.802024;OpenStreetMap, корпус;n1947167782
osm-24-shkola-423;Школа №423;нет;Другая;;Школа №423;55.758523;37.797511;OpenStreetMap, корпус;w363467163
osm-25-shkola-65;Школа № 65;нет;Другая;;Школа № 65;55.722699;37.414415;OpenStreetMap, корпус;n1959499205
osm-26-shkola-587;Школа №587;нет;Другая;;Школа №587;55.721575;37.428799;OpenStreetMap, корпус;n2112846626
osm-27-shkola-802;Школа № 802;нет;Другая;;Школа № 802;55.724438;37.427022;OpenStreetMap, корпус;n2112846627
osm-28-shkola-77;Школа №77;нет;Другая;;Школа №77;55.766817;37.727509;OpenStreetMap, корпус;n2146273545
osm-29-nemetskaya-shkola-v-moskve;Немецкая школа в Москве;нет;Другая;;Немецкая школа в Москве;55.664371;37.495323;OpenStreetMap, корпус;n2262304592
osm-30-filippovskaya-shkola;Филипповская школа;нет;Другая;;Филипповская школа;55.729378;37.570846;OpenStreetMap, корпус;n3041391839
osm-31-mini-shkola;Мини-школа;нет;Другая;;Мини-школа;55.694202;37.787732;OpenStreetMap, корпус;n4518521699
osm-32-hovrinskaya-gimnaziya-lampada;"Ховринская гимназия ""Лампада""";нет;Другая;;"Ховринская гимназия ""Лампада""";55.864903;37.508987;OpenStreetMap, корпус;n4642004020
osm-33-shkola-viktoriya-2000;Школа Виктория-2000;нет;Другая;;Школа Виктория-2000;55.716944;37.577010;OpenStreetMap, корпус;n4750904981
osm-34-shkola-1331-molodaya-iveriya;"Школа № 1331 ""Молодая Иверия""";нет;Другая;;"Школа № 1331 ""Молодая Иверия""";55.747830;37.594291;OpenStreetMap, корпус;n4752529949
osm-35-mezhdunarodnaya-gimnaziya-flag;"Международная гимназия ""Флагман""";нет;Другая;;"Международная гимназия ""Флагман""";55.761076;37.853882;OpenStreetMap, корпус;n4885903622
osm-36-shkola-viktoriya;"Школа ""Виктория""";нет;Другая;;"Школа ""Виктория""";55.757356;37.572348;OpenStreetMap, корпус;n5054611710
osm-37-svyato-dimitrievskaya-shkola;Свято-Димитриевская школа;нет;Другая;;Свято-Димитриевская школа;55.723230;37.600221;OpenStreetMap, корпус;n5054611711
osm-38-shkola-370-im;Школа №370 им;нет;Другая;;Школа №370 им. генерала П. И. Батова;55.810851;37.729270;OpenStreetMap, корпус;n5113395065
osm-39-shkola-370;Школа № 370;нет;Другая;;Школа № 370;55.690290;37.584534;OpenStreetMap, корпус;w35680206
osm-40-shkola-334;Школа №334;нет;Другая;;Школа №334 (встр);55.804901;37.792794;OpenStreetMap, корпус;n5199351212
osm-41-mezhdunarodnyy-innovatsionnyy-;Международный инновационный образовательный центр;нет;Другая;;Международный инновационный образовательный центр;55.691929;37.624387;OpenStreetMap, корпус;n5601185228
osm-42-obrazovatelnyy-tsentr-yunium;"Образовательный центр ""Юниум""";нет;Другая;;"Образовательный центр ""Юниум""";55.749630;37.823284;OpenStreetMap, корпус;n6100272958
osm-43-russkaya-klassicheskaya-gimnaz;Русская классическая гимназия;нет;Другая;;Русская классическая гимназия;55.771140;37.616648;OpenStreetMap, корпус;n7018057539
osm-44-litsey-moskvich;"Лицей ""Москвич""";нет;Другая;;"Лицей ""Москвич""";55.677819;37.517834;OpenStreetMap, корпус;n8033690833
osm-45-pravoslavnaya-shkola-im-prepod;Православная школа им. Преподобного Сергия Радонежского;нет;Другая;;Православная школа им. Преподобного Сергия Радонежского;55.853715;37.631646;OpenStreetMap, корпус;n8840934476
osm-46-akademicheskaya-gimnaziya;Академическая Гимназия;нет;Другая;;Академическая Гимназия;55.755475;37.508582;OpenStreetMap, корпус;n11760867026
osm-47-kembridzhskaya-mezhdunarodnaya;Кембриджская международная школа, Кампус Сколково;нет;Другая;;Кембриджская международная школа, Кампус Сколково;55.691877;37.399640;OpenStreetMap, корпус;n14131306814
osm-48-shkola-467;Школа №467;нет;Другая;;Школа №467;55.728989;37.671390;OpenStreetMap, корпус;w27560499
osm-49-shkola-1967;Школа №1967;нет;Другая;;Школа №1967;55.662990;37.750800;OpenStreetMap, корпус;w27811792
osm-50-tsentr-vneshkolnoy-raboty-sine;"Центр внешкольной работы ""Синегория""";нет;Другая;;"Центр внешкольной работы ""Синегория""";55.739441;37.402391;OpenStreetMap, корпус;w28094569
osm-51-shkola-90-im;Школа №90 им;нет;Другая;;"Школа №90 ""Многопрофильный образовательный комплекс"" имени Героя Советского Союза Е.Г.Ларикова";55.839111;37.525749;OpenStreetMap, корпус;w28119650
osm-51-shkola-90-im;Школа №90 им;нет;Другая;;Школа №90 им. Героя Советского Союза Е.Г. Ларикова;55.834117;37.525451;OpenStreetMap, корпус;w28150399
osm-51-shkola-90-im;Школа №90 им;нет;Другая;;Школа №90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е. Г. Ларикова;55.822061;37.504153;OpenStreetMap, корпус;w975646976
osm-52-shkola-90;Школа №90;нет;Другая;;Школа №90 (СП-1);55.794267;37.516204;OpenStreetMap, корпус;w99752573
osm-53-shkola-1321;Школа № 1321;нет;Другая;;Школа № 1321. Филиал № 3;55.672136;37.750095;OpenStreetMap, корпус;w28377590
osm-54-shkola-1321-kovcheg;"Школа №1321 ""Ковчег""";нет;Другая;;"Школа № 1321 ""Ковчег""";55.755965;37.689934;OpenStreetMap, корпус;w49908070
osm-54-shkola-1321-kovcheg;"Школа №1321 ""Ковчег""";нет;Другая;;"Школа №1321 ""Ковчег""";55.744429;37.718982;OpenStreetMap, корпус;r19887187
osm-55-shkola-888;Школа №888;нет;Другая;;Школа №888;55.724813;37.444040;OpenStreetMap, корпус;w28379124
osm-56-shkola-756;Школа №756;нет;Другая;;Школа №756;55.890778;37.658931;OpenStreetMap, корпус;w28430182
osm-57-shkola-290;Школа №290;нет;Другая;;Школа №290;55.890809;37.657400;OpenStreetMap, корпус;w28430183
osm-58-shkola-108;Школа № 108;нет;Другая;;Интернат №108;55.681980;37.526595;OpenStreetMap, корпус;w29092187
osm-58-shkola-108;Школа № 108;нет;Другая;;Школа № 108;55.676135;37.550945;OpenStreetMap, корпус;w126326179
osm-59-shkola-115;Школа №115;нет;Другая;;Школа №115;55.653242;37.527009;OpenStreetMap, корпус;w29265266
osm-60-spetsialnaya-shkola-3;Специальная школа №3;нет;Другая;;Специальная школа №3;55.669935;37.576010;OpenStreetMap, корпус;w29277434
osm-61-shkola-3;Школа №3;нет;Другая;;Школа №3;55.904826;37.847646;OpenStreetMap, корпус;w37882605
osm-62-litsey-3;Лицей №3;нет;Другая;;Лицей №3;55.635650;37.845682;OpenStreetMap, корпус;w57998730
osm-62-litsey-3;Лицей №3;нет;Другая;;Школа №3;55.661437;37.846180;OpenStreetMap, корпус;w1067650963
