rank;name;official_name;category;kind;index;marked;grant;okrug;district;address;donm_group;raex_msk_compete;raex_msk_scale;raex_rf;raex_private;forbes;price;boarding;preschool;gen_edu;sport_type;features;buildings;site;note;lat;lon;geo_precision;geo_source
217;Школа № 1494;;Городская;школа;14;False;IV степени;СВАО;Марфино;;4;;;;;;;;;;;;;;;55.82602;37.60020;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
218;Школа № 1528 им. И.В. Панфилова;;Городская;школа;14;False;IV степени;ЗелАО;Старое Крюково;;4;;;;;;;;;;;;;;;55.99556;37.17905;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
219;Школа № 1539;;Городская;школа;14;False;IV степени;СВАО;Алексеевский;;4;;;;;;;;;;;;;;;55.81050;37.64185;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
220;Школа № 1552;;Городская;школа;14;False;IV степени;ЮАО;Зябликово;;4;;;;;;;;;;;;;;;55.62508;37.74487;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
221;Школа № 1553 им. В.И. Вернадского;;Городская;школа;14;False;IV степени;ЮАО;Даниловский;;4;;;;;;;;;;;;;;;55.72107;37.64910;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
222;Школа № 158;;Городская;школа;14;False;IV степени;САО;Левобережный;;4;;;;;;;;;;;;;;;55.87356;37.46735;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
223;Школа № 1583 им. К.А. Керимова;;Городская;школа;14;False;IV степени;САО;Головинский;;4;;;;;;;;;;;;;;;55.84448;37.49958;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
224;Школа № 1636 «НИКА»;;Городская;школа;14;False;IV степени;ЮАО;Орехово-Борисово Южное;;4;;;;;;;;;;;;;;;55.60861;37.73724;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
225;Школа № 1797 «Богородская»;;Городская;школа;14;False;IV степени;ВАО;Богородское;;4;;;;;;;;;;;;;;;55.80735;37.71226;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
226;Школа № 1799;;Городская;школа;14;False;IV степени;ЦАО;Якиманка;;4;;;;;;;;;;;;;;;;;не найдено;
227;Школа № 185 им. В.С. Гризодубовой;;Городская;школа;14;False;IV степени;САО;Коптево;;4;;;;;;;;;;;;;;;55.83682;37.53543;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
228;Школа № 1861 «Загорье»;;Городская;школа;14;False;IV степени;ЮАО;Бирюлёво Восточное;;4;;;;;;;;;;;;;;;55.57811;37.67974;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
229;Школа № 1900;;Городская;школа;14;False;IV степени;СЗАО;Митино;;4;;;;;;;;;;;;;;;55.84144;37.36241;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
230;Школа № 1948 «Лингвист-М»;;Городская;школа;14;False;IV степени;ЮЗАО;Черёмушки;;4;;;;;;;;;;;;;;;55.66434;37.58395;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
231;Школа № 1950;;Городская;школа;14;False;IV степени;ЦАО;Пресненский;;4;;;;;;;;;;;;;;;55.76837;37.58815;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
232;Школа № 199;;Городская;школа;14;False;IV степени;ЮЗАО;Академический;;4;;;;;;;;;;;;;;;55.69249;37.56611;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
233;Школа № 2065;;Городская;школа;14;False;IV степени;НАО;Филимонковский;;4;;;;;;;;;;;;;;;55.60341;37.34578;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
234;Школа № 2101;;Городская;школа;14;False;IV степени;ЗАО;Фили-Давыдково;;4;;;;;;;;;;;;;;;55.74160;37.47780;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
235;Школа № 2200;;Городская;школа;14;False;IV степени;ВАО;Северное Измайлово;;4;;;;;;;;;;;;;;;55.80479;37.79062;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
236;Школа № 507;;Городская;школа;14;False;IV степени;ЮАО;Нагатино-Садовники;;4;;;;;;;;;;;;;;;55.67229;37.65742;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
237;Школа № 544;;Городская;школа;14;False;IV степени;ЮАО;Орехово-Борисово Южное;;4;;;;;;;;;;;;;;;55.60686;37.71464;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
238;Школа № 547;;Городская;школа;14;False;IV степени;НАО;Коммунарка;;4;;;;;;;;;;;;;;;55.70933;37.64036;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
239;Школа № 597 «Новое поколение»;;Городская;школа;14;False;IV степени;САО;Ховрино;;4;;;;;;;;;;;;;;;55.86601;37.48969;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
240;Школа № 709 им. В.И. Долгих;;Городская;школа;14;False;IV степени;СВАО;Лосиноостровский;;4;;;;;;;;;;;;;;В источнике возможна опечатка в поле района (САО вместо СВАО).;;;не найдено;
241;Школа № 727;;Городская;школа;14;False;IV степени;СЗАО;Покровское-Стрешнево;;4;;;;;;;;;;;;;;;55.82784;37.42978;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
242;Школа № 771;;Городская;школа;14;False;IV степени;САО;Дмитровский;;4;;;;;;;;;;;;;;;55.88280;37.53468;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
243;Школа № 887;;Городская;школа;14;False;IV степени;ЗАО;Кунцево;;4;;;;;;;;;;;;;;;55.73694;37.42754;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
244;Школа № 924;;Городская;школа;14;False;IV степени;ЮАО;Чертаново Южное;;4;;;;;;;;;;;;;;;55.59961;37.61709;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
245;Средняя школа «Знайка»;;Городская;школа;11;False;;;;;;;16;;;;;;;;;;;;;55.84211;37.53146;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
246;Школа сотрудничества;;Городская;школа;10;False;;;;;;42;;;;;;;;;;;;;;55.75331;37.66001;объект (отделение школы в OSM);OpenStreetMap / Nominatim, 21.09.2026
247;Школа Газпромбанка;;Городская;школа;9;False;;;;;;43;;;;;;;;;;;;;;;;не найдено;
248;Brookes Moscow;;Частная;школа;8;False;;СВАО;Свиблово;Лазоревый пр-д, д. 7;;;;;;высокая;2160000-2656000;нет;да;;;полный цикл IB (PYP + MYP + DP), IB World Continuum School;;https://www.brookesmoscow.ru/;;55.84806;37.63383;дом;OpenStreetMap / Nominatim, 21.09.2026
249;Cambridge International School (CIS);;Частная;школа;8;False;;САО;Левобережный;"ул. Фестивальная, д. 7А; кампусы Сколково (пос. Заречье) и Горки";;;;;;высокая;3400000;нет;да;;;британская программа + российский аттестат, IGCSE / A-Level;;https://cis.ru/;;55.85573;37.47373;дом;OpenStreetMap / Nominatim, 21.09.2026
250;Британская международная школа (BIS);;Частная;школа;8;False;;Москва;—;6 зданий в Москве;;;;;;высокая;3700000;нет;да;;;английский с 2 лет, A-Level, двойной аттестат;;https://bismoscow.com/;;;;не найдено;
251;Международная школа Москвы (ISM);;Частная;школа;8;False;;ЗАО;Крылатское;"Крылатская ул., д. 12; кампус «Росинка», Красногорский р-н";;;;;;высокая;;нет;да;;;британская программа, IGCSE + A-Level, STEAM-партнёрство с MIT, 2–18 лет;;https://www.nordangliaeducation.com/ism-moscow;;55.76526;37.43881;дом;OpenStreetMap / Nominatim, 21.09.2026
252;Школа «Президент»;;Частная;школа;8;False;;МО;Одинцовский г.о.;д. Жуковка, Ильинский подъезд, д. 2, стр. 1;;;;;;высокая;1944000-2403000;нет;да;;;билингвальная среда, IB, бассейн 25 м, скидки за 2-го ребёнка;;https://school-president.ru/;;55.73990;37.25073;населённый пункт;OpenStreetMap / Nominatim, 21.09.2026
253;Школа № 315;;Городская;школа;8;False;;;;;;46;;;;;;;;;;;;;;55.78298;37.67442;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
254;Шуваловская школа № 1448;;Городская;школа;6;False;;;;;;;38;;;;;;;;;;;;;55.72081;37.51169;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
255;Heritage School;;Частная;школа;5;False;;ВАО;Сокольники;"кампус Сокольники; кампус «Ленинский»";;;;;;да;1520000-2470000;нет;да;;;британская + российская программы, подготовка в вузы UK/US/EU;;https://heritageschool.ru/;;55.79960;37.70979;объект (отделение школы в OSM);OpenStreetMap / Nominatim, 21.09.2026
256;Wunderpark International School;;Частная;школа;5;False;;МО;Истринский г.о.;д. Борзые, ул. Невская, д. 100А (23-й км Новорижского ш.);;;;;;да;1620000;нет;да;;;билингвальный комплекс, Edutainment, обучение на природе;;https://wunderpark.ru/;;55.83094;37.04673;населённый пункт;OpenStreetMap / Nominatim, 21.09.2026
257;Европейская гимназия;;Частная;гимназия;5;False;;ВАО;Сокольники;ул. Сокольнический Вал, д. 28;;;;;;средняя;855000-1170000;нет;да;;;две траектории: ФГОС/ЕГЭ и IB DP, работает с 1992 г.;;https://www.eurogym.ru/;;55.79111;37.66792;дом;OpenStreetMap / Nominatim, 21.09.2026
258;Инновационная школа «Сколка»;;Частная;школа;5;False;;ЗАО;Можайский;Большой б-р, д. 37 (ИЦ «Сколково»);;;;;;да;;нет;нет;;;школа при ИЦ «Сколково», проектный и предпринимательский подход;;https://skolca.ru/;;55.69815;37.36470;дом;OpenStreetMap / Nominatim, 21.09.2026
259;Ломоносовская школа-пансион № 5;;Частная;школа;5;False;;МО;Одинцовский г.о.;"ул. Советская, д. 50Б (Рублёвка); пансион — д. Тельманское";;;;;;да;1935000;да;нет;;;пансион 5- и 7-дневный, языковой уклон;;https://lomon.ru/;;;;не найдено;
260;Школа № 1520 имени Капцовых;;Городская;школа;3;False;;;;;;;48;;;;;;;;;;;;;55.75647;37.60298;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
261;Школа № 2054;;Городская;школа;3;False;;;;;;;49;;;;;;;;;;;;;55.77246;37.62623;здание школы по номеру (OSM) — сверить;OpenStreetMap / Nominatim, 21.09.2026
262;Russian International School (RIS);;Частная;школа;0;False;;МО;Одинцовский г.о.;пос. Барвиха;;;;;;;2500000;нет;нет;;;двойной аттестат (российский + британский), помесячные модули;;https://rischool.ru/;;;;не найдено;
263;МГФСО;;Спортивная;школа;0;False;;ЦАО;Красносельский;Милютинский пер., д. 16, стр. 3 + объекты по всем округам;;;;;;;;нет;;нет;объединение спортшкол;40+ видов: гимнастика, плавание, прыжки в воду, водное поло, бокс, лёгкая атлетика, борьба, фехтование, велоспорт;;https://mgfso.mossport.ru/;;55.76400;37.63311;дом;OpenStreetMap / Nominatim, 21.09.2026
264;МКСШ «Зеленоград»;;Спортивная;школа;0;False;;ЗелАО;Крюково;г. Зеленоград, Озёрная аллея, д. 6;;;;;;;;нет;;нет;спортшкола (без статуса ОР);17 видов: волейбол, дзюдо, самбо, тхэквондо, футбол, гимнастика, плавание, лыжные гонки, теннис;;https://zelenograd.mossport.ru/;;55.98697;37.22595;дом;OpenStreetMap / Nominatim, 21.09.2026
265;МКСШОР «Восток»;;Спортивная;школа;0;False;;ЮВАО;Лефортово;Дворец борьбы им. И. Ярыгина, Авиамоторная ул., д. 40 + СК «Есенинский», «Курьяново», «Восточный»;;;;;;;;нет;;нет;СШОР;35+ видов: борьба, самбо, тхэквондо, бокс, дзюдо, шахматы, плавание, лёгкая атлетика, бейсбол;;https://vostok.mossport.ru/;;55.74173;37.72017;дом;OpenStreetMap / Nominatim, 21.09.2026
266;МКСШОР «Запад»;;Спортивная;школа;0;False;;ЗАО;Филёвский Парк;Большая Филёвская ул., д. 6 + 17 объектов;;;;;;;;нет;;нет;СШОР;бокс, водное поло, дзюдо, лёгкая атлетика, мотоспорт, плавание, самбо, стрельба из лука, фигурное катание, футбол;;https://zapad.mossport.ru/;;55.75253;37.50970;дом;OpenStreetMap / Nominatim, 21.09.2026
267;МКСШОР «Новая Москва»;;Спортивная;школа;0;False;;НАО;Щербинка;объекты в Щербинке и Троицке, 19 спортобъектов;;;;;;;;нет;;нет;СШОР;27+ видов: волейбол, футбол, бокс, плавание, фигурное катание, хоккей, баскетбол, гимнастика;;https://newmoscow.mossport.ru/;;;;не найдено;
268;МКСШОР «Север»;;Спортивная;школа;0;False;;САО;Савёловский;Вятская ул., д. 28 + 30 объектов;;;;;;;;нет;;нет;СШОР;18 видов: бокс, дзюдо, каратэ, лёгкая атлетика, плавание, самбо, гимнастика, фехтование, шахматы, пятиборье;;https://sever.mossport.ru/;;55.79583;37.58247;дом;OpenStreetMap / Nominatim, 21.09.2026
269;МКСШОР «Юг»;;Спортивная;школа;0;False;;ЮАО;Донской;Хавская ул., д. 24, корп. 2 + 14 комплексов;;;;;;;;нет;;нет;СШОР;бейсбол, бокс, водное поло, дзюдо, каратэ, плавание, прыжки на батуте, самбо, тхэквондо, футбол;;https://yug.mossport.ru/;;55.71350;37.61240;дом;OpenStreetMap / Nominatim, 21.09.2026
270;Московская академия зимних видов спорта;;Спортивная;школа;0;False;;ЦАО;Таганский;Новорогожская ул., д. 25, стр. 4 + 8 комплексов;;;;;;;;нет;;нет;академия по виду спорта;бобслей и скелетон, кёрлинг, санный спорт, шорт-трек;;https://mwsa.mossport.ru/;;55.74164;37.68979;дом;OpenStreetMap / Nominatim, 21.09.2026
271;Московская академия плавания;;Спортивная;школа;0;False;;Москва;—;31 бассейн по всем округам;;;;;;;;нет;;нет;академия по виду спорта;плавание;;https://msa.mossport.ru/;;;;не найдено;
272;Московская академия современного пятиборья;;Спортивная;школа;0;False;;СВАО;Северный;9-я Северная линия, д. 1Б;;;;;;;;нет;;нет;академия по виду спорта;современное пятиборье, стрельба из лука, плавание, фехтование, триатлон;;https://mamp.mossport.ru/;;55.93669;37.55592;улица (дом не найден);OpenStreetMap / Nominatim, 21.09.2026
273;Московская академия фигурного катания на коньках;;Спортивная;школа;0;False;;ЮЗАО;Ясенево;"Новоясеневский пр-т, д. 26 (Центр Этери Тутберидзе); ЛД «Хрустальный», Профсоюзная ул., д. 97, корп. 1";;;;;;;;нет;;нет;академия по виду спорта;фигурное катание;;https://mmpa.mossport.ru/;;55.60443;37.53248;дом;OpenStreetMap / Nominatim, 21.09.2026
274;Московская академия хоккея;;Спортивная;школа;0;False;;ЮАО;Зябликово;Ореховый б-р, д. 18, корп. 2 + 15 спортшкол;;;;;;;;нет;;нет;академия по виду спорта;хоккей (муж./жен.), хоккей с мячом, следж-хоккей;;https://mha.mossport.ru/;;55.61131;37.72811;дом;OpenStreetMap / Nominatim, 21.09.2026
275;Московская баскетбольная академия;;Спортивная;школа;0;False;;ЮАО;Донской;Загородное ш., д. 2А + 10 подразделений;;;;;;;;нет;;нет;академия по виду спорта;баскетбол;;https://mba.mossport.ru/;;55.70026;37.60976;дом;OpenStreetMap / Nominatim, 21.09.2026
276;Московская теннисная академия;;Спортивная;школа;0;False;;ЗАО;Проспект Вернадского;"ул. Удальцова, д. 54; Чоботовская ул., д. 4, корп. 1";;;;;;;;нет;;нет;академия по виду спорта;теннис, ОФП;;https://mta.mossport.ru/;;55.68627;37.49095;дом;OpenStreetMap / Nominatim, 21.09.2026
277;Московская футбольная академия;;Спортивная;школа;0;False;;ЦАО;Красносельский;Верхняя Красносельская ул., д. 7А;;;;;;;;нет;;нет;академия по виду спорта;футбол: большой, женский, мини-футбол, пляжный;;https://mfa.mossport.ru/;;55.78556;37.66174;дом;OpenStreetMap / Nominatim, 21.09.2026
278;Московский центр боевых искусств;;Спортивная;школа;0;False;;ЮАО;Чертаново Центральное;Варшавское ш., д. 118, корп. 1;;;;;;;;нет;;нет;спортшкола;тхэквондо, дзюдо, каратэ, бокс, самбо, ММА, джиу-джитсу, рукопашный бой, капоэйра;;https://mcbi.mossport.ru/;;55.63157;37.61807;дом;OpenStreetMap / Nominatim, 21.09.2026
279;Московское училище олимпийского резерва (МУОР);;Спортивная;школа;0;False;;ЗАО;Фили-Давыдково;"Малая Филёвская ул., д. 34, корп. 2 + 16-я Парковая, 17; Ткацкая, 24 и 27";;;;;;;;нет;;нет;училище (СПО, после 9 класса);25+ видов: бокс, велоспорт, волейбол, гандбол, дзюдо, лёгкая атлетика, плавание, гимнастика, теннис, фехтование, футбол;;https://muor.mossport.ru/;;55.73585;37.45649;дом;OpenStreetMap / Nominatim, 21.09.2026
280;СШОР «Москвич»;;Спортивная;школа;0;False;;ЮВАО;Текстильщики;Волгоградский пр-т, д. 46/15, стр. 3;;;;;;;;нет;;нет;СШОР;бейсбол, софтбол, футбол, лёгкая атлетика, стрельба, плавание, бильярд, паралимпийские дисциплины;;https://moskvich.mossport.ru/;;55.70808;37.73328;дом;OpenStreetMap / Nominatim, 21.09.2026
281;Спортивный интернат «Чертаново»;;Спортивная;школа;0;False;;ЮАО;Чертаново Центральное;Чертановская ул., д. 7, корп. 3 + площадки Борисовские Пруды, Капотня;;;;;;;;да;;да;школа со спортуклоном;футбол (профиль), спортивная борьба, фитнес;;https://chertanovo.mossport.ru/;;55.63022;37.60486;дом;OpenStreetMap / Nominatim, 21.09.2026
282;ФСО «Юность Москвы»;;Спортивная;школа;0;False;;САО;Беговой;Ленинградский пр-т, д. 31А, стр. 1 + 109 спортобъектов;;;;;;;;нет;;нет;объединение спортшкол;24 олимпийских + 7 неолимпийских + 4 адаптивных вида, 35 спортшкол в составе;;https://yum.mossport.ru/;;55.78360;37.56021;дом;OpenStreetMap / Nominatim, 21.09.2026
283;ЦОиС «Москва-98»;;Спортивная;школа;0;False;;ЗАО;Проспект Вернадского;ул. Удальцова, д. 40 + ул. Лобачевского, д. 92;;;;;;;;нет;;да;школа со спортуклоном;волейбол, плавание, синхронное плавание, спортивная борьба, художественная гимнастика;;https://moscow98.mossport.ru/;;55.68458;37.49361;дом;OpenStreetMap / Nominatim, 21.09.2026
284;ЦСиО «МЭШ» (Московская экспериментальная школа);;Спортивная;школа;0;False;;ЮЗАО;Зюзино;Херсонская ул., д. 30, корп. 2, стр. 1;;;;;;;;нет;;да;школа со спортуклоном;ушу, каратэ, эстетическая гимнастика, ОФП;;https://mesh.mossport.ru/;;55.65458;37.56446;дом;OpenStreetMap / Nominatim, 21.09.2026
285;ЦСиО «Самбо-70»;;Спортивная;школа;0;False;;ЮЗАО;Коньково;ул. Академика Виноградова, д. 4Б + отделения Шаболовка, Гагаринский, Ясенево, Севастопольский;;;;;;;;нет;;да;школа со спортуклоном;самбо, дзюдо, киокусинкай, сумо, художественная гимнастика, спортивные танцы, плавание, футбол;;https://sambo70.mossport.ru/;;55.63091;37.48725;дом;OpenStreetMap / Nominatim, 21.09.2026
286;Центр образования и спорта «Локомотив»;;Спортивная;школа;0;False;;ВАО;Богородское;район Большая Черкизовская (адрес требует подтверждения);;;;;;;;нет;;да;школа со спортуклоном;футбол (при ФК «Локомотив»);;https://fclm.mskobr.ru/;;55.80407;37.74375;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
287;Школа «Наследник»;;Частная;школа;0;False;;Москва;—;несколько кампусов в Москве;;;;;;;1620000;нет;нет;;;английский с носителями до C1, 1–11 кл.;;https://nasledniki.ru/;;55.63603;37.72216;объект (школа в OSM);OpenStreetMap / Nominatim, 21.09.2026
